seller_gstin,buyer_gstin,amount,date,goods_description,has_eway_bill
33FOOWY4932K5ZW,19YNUSU1543Z9ZL,319545.41,2018-07-23,Garment lots,true
36HIWMV4627A6ZF,27HXKTQ5235G4ZA,1415034.87,2018-08-06,Moulded plastic parts,true
24CPKFI4802U8Z3,06ZYUMR8310X1ZI,168340.59,2018-09-27,Furniture sets,true
36GDMFJ3180O4ZC,24CPKFI4802U8Z3,514204.42,2018-09-28,Moulded plastic parts,true
24TSKYG0110D8ZX,27SKWQX1255L5ZB,88864.07,2018-10-17,Raw cotton bales,true
36AMNXO1723D1ZL,07IHIOC8713E8ZN,249924.13,2018-10-17,Assembled pump units,true
27LPMFO3207W6ZE,06ZYUMR8310X1ZI,118993.00,2018-10-21,Aluminium sheets,true
33YFHAE9497P9ZG,07OWSPV4756N1ZN,242882.63,2018-10-30,Packaged fittings,true
32CMSLO2200R6Z5,24SORHP9066Z2ZO,160130.38,2018-11-01,Bauxite,true
32YKCYT1305Z3ZM,24ADBPZ9331Y7Z1,202454.64,2018-11-05,Assembled pump units,true
24SORHP9066Z2ZO,24XCOGB4723J1Z4,17903.92,2018-11-08,Moulded plastic parts,false
29DSORG7805Q7ZD,07OWSPV4756N1ZN,1596600.92,2018-11-08,Furniture sets,true
33YFHAE9497P9ZG,07OWSPV4756N1ZN,242932.91,2018-11-13,Auto spare kits,false
24CPKFI4802U8Z3,09ZBWBM8578V6ZU,108721.03,2018-11-15,Assembled pump units,true
36HIWMV4627A6ZF,19YNUSU1543Z9ZL,1654403.85,2018-11-16,Aluminium sheets,true
33FOOWY4932K5ZW,19YNUSU1543Z9ZL,309741.62,2018-11-19,Auto spare kits,true
33YFHAE9497P9ZG,07OWSPV4756N1ZN,246435.05,2018-11-23,Furniture sets,false
36ZZRVY7581R1ZE,07IHIOC8713E8ZN,59207.89,2018-11-25,Plywood panels,true
36ZZRVY7581R1ZE,07IHIOC8713E8ZN,64282.99,2018-11-26,Aluminium sheets,true
32YKCYT1305Z3ZM,07IHIOC8713E8ZN,253487.38,2018-11-26,Assembled pump units,true
36ZZRVY7581R1ZE,07IHIOC8713E8ZN,77270.17,2018-12-01,Cotton yarn,false
36ZZRVY7581R1ZE,07IHIOC8713E8ZN,78310.94,2018-12-06,Rubber gaskets,true
33YFHAE9497P9ZG,07OWSPV4756N1ZN,239782.64,2018-12-07,Garment lots,true
06QWIYO2144M6Z6,19YNUSU1543Z9ZL,544499.30,2018-12-23,Kitchenware cartons,true
24TQBMB5563K9ZK,07OWSPV4756N1ZN,503208.61,2018-12-28,Kitchenware cartons,false
33XJXTK6255H1ZG,36AMNXO1723D1ZL,679577.30,2018-12-29,Raw cotton bales,true
36ZZRVY7581R1ZE,07IHIOC8713E8ZN,77771.79,2018-12-30,Rubber gaskets,true
33YFHAE9497P9ZG,07OWSPV4756N1ZN,237618.38,2018-12-30,Assembled pump units,false
06QWIYO2144M6Z6,19YNUSU1543Z9ZL,588297.54,2019-01-05,Packaged fittings,true
33YFHAE9497P9ZG,07OWSPV4756N1ZN,254573.67,2019-01-10,Garment lots,true
33XJXTK6255H1ZG,36AMNXO1723D1ZL,679984.75,2019-01-13,Raw cotton bales,true
29TPVLE8820A7ZX,09ZBWBM8578V6ZU,521803.02,2019-01-26,Assembled pump units,true
24DANYR9176S8Z7,29GBWZR4282Y6Z3,3375736.41,2019-02-11,Aluminium sheets,false
24XCOGB4723J1Z4,07OWSPV4756N1ZN,479990.89,2019-02-19,Garment lots,true
29KEPQP0012T8ZU,27CDMPY3420P3ZO,3629043.92,2019-02-24,Unprocessed timber,true
09GDUDI3670A5ZE,29GBWZR4282Y6Z3,391271.26,2019-02-27,Steel coils,true
32AQGJY0057D6ZV,24XCOGB4723J1Z4,126376.81,2019-03-01,Raw rubber sheets,true
32CMSLO2200R6Z5,24SORHP9066Z2ZO,171892.93,2019-03-06,Bauxite,true
24TSKYG0110D8ZX,36ZZRVY7581R1ZE,151665.29,2019-03-08,Iron ore,true
29GBWZR4282Y6Z3,19YNUSU1543Z9ZL,1311113.83,2019-03-10,Auto spare kits,true
07WWTVC3072D6Z6,07KYWMS0417O4Z8,209150.03,2019-03-20,Kitchenware cartons,true
09MACAR1889T5Z3,09ZBWBM8578V6ZU,554720.03,2019-03-28,Assembled pump units,true
24TQBMB5563K9ZK,07OWSPV4756N1ZN,500712.24,2019-03-31,Furniture sets,true
32YKCYT1305Z3ZM,07IHIOC8713E8ZN,300304.23,2019-04-20,Furniture sets,true
36JMBCS5285U5Z4,27AADWX3409U6ZS,48502.55,2019-04-21,Iron ore,false
19WSEJA6123K9ZZ,36GDMFJ3180O4ZC,1260426.79,2019-05-07,Raw cotton bales,true
33ZCOYB3981K1ZV,27CDMPY3420P3ZO,18884.97,2019-05-29,Iron ore,true
33ZCOYB3981K1ZV,27CDMPY3420P3ZO,19791.42,2019-05-30,Unprocessed timber,true
29TIWPY0487R5ZH,07WWTVC3072D6Z6,151488.45,2019-05-30,Cotton yarn,false
33YFHAE9497P9ZG,06ZYUMR8310X1ZI,416301.07,2019-05-30,Auto spare kits,true
19YTTQI9334D1Z5,07OWSPV4756N1ZN,1051523.73,2019-05-31,Kitchenware cartons,true
24SORHP9066Z2ZO,33GUQQC4750Y8Z5,24459.47,2019-06-02,Moulded plastic parts,true
29GBWZR4282Y6Z3,27KNVLF9413B7ZQ,1709710.13,2019-06-07,Auto spare kits,true
29DSORG7805Q7ZD,07OWSPV4756N1ZN,1571075.59,2019-06-16,Furniture sets,true
29DSORG7805Q7ZD,19YNUSU1543Z9ZL,618659.09,2019-06-21,Garment lots,true
32YKCYT1305Z3ZM,29USNIB2707Y3Z6,112108.37,2019-06-23,Packaged fittings,true
29GOJDW2619G6ZM,19YNUSU1543Z9ZL,361145.41,2019-06-27,Garment lots,true
33XJXTK6255H1ZG,19FQVDH2460H4ZO,565107.87,2019-06-28,Iron ore,true
06VXENK5239T5Z6,07KYWMS0417O4Z8,2013725.00,2019-06-30,Kitchenware cartons,true
29TIWPY0487R5ZH,06VXENK5239T5Z6,157481.14,2019-07-06,Steel coils,false
19QAOYF9022E9Z3,24DANYR9176S8Z7,2036318.49,2019-07-11,Raw rubber sheets,true
32YKCYT1305Z3ZM,07IHIOC8713E8ZN,267873.85,2019-07-11,Auto spare kits,true
32AQGJY0057D6ZV,06NPUYZ0199O3ZQ,332140.58,2019-07-15,Bauxite,true
06BWKWN5630Z4ZD,19YNUSU1543Z9ZL,43318.47,2019-07-17,Plywood panels,true
32LTYIF5947E9ZG,29GOJDW2619G6ZM,584032.56,2019-07-19,Unprocessed timber,false
06TORUY4649H3ZW,29GBWZR4282Y6Z3,689712.40,2019-07-21,Unprocessed timber,true
32LTYIF5947E9ZG,29GOJDW2619G6ZM,600032.18,2019-07-23,Crude polymer granules,true
06BWKWN5630Z4ZD,19YNUSU1543Z9ZL,41699.28,2019-07-26,Rubber gaskets,true
06BWKWN5630Z4ZD,19YNUSU1543Z9ZL,46077.00,2019-07-27,Cotton yarn,true
24TSKYG0110D8ZX,19RQFMU3728T6Z2,85936.33,2019-08-05,Raw rubber sheets,true
33XJXTK6255H1ZG,09GDUDI3670A5ZE,555075.58,2019-08-13,Iron ore,true
36ZZRVY7581R1ZE,24CPKFI4802U8Z3,48475.07,2019-08-17,Cotton yarn,true
32YKCYT1305Z3ZM,24ADBPZ9331Y7Z1,200235.79,2019-08-18,Packaged fittings,true
19YTTQI9334D1Z5,07KYWMS0417O4Z8,631339.58,2019-08-18,Assembled pump units,true
32LTYIF5947E9ZG,29GOJDW2619G6ZM,630498.17,2019-08-19,Raw cotton bales,true
33ZCOYB3981K1ZV,36GDMFJ3180O4ZC,23757.04,2019-08-19,Raw cotton bales,true
32LTYIF5947E9ZG,29GOJDW2619G6ZM,689141.81,2019-08-21,Raw cotton bales,true
06VXENK5239T5Z6,06PACMQ7731H2Z6,2632284.26,2019-08-23,Packaged fittings,true
32LTYIF5947E9ZG,29GOJDW2619G6ZM,710102.93,2019-08-24,Raw cotton bales,true
29TIWPY0487R5ZH,27SKWQX1255L5ZB,142354.44,2019-09-02,Moulded plastic parts,false
36JMBCS5285U5Z4,06OUYEO4807S2ZY,60328.29,2019-09-13,Iron ore,true
36ZZRVY7581R1ZE,24CPKFI4802U8Z3,45197.85,2019-09-17,Aluminium sheets,true
07LYWHO7356O2Z6,06ZYUMR8310X1ZI,347182.47,2019-09-18,Kitchenware cartons,true
29NVUAL1821K7ZE,33YFHAE9497P9ZG,241829.47,2019-09-20,Plywood panels,true
06BWKWN5630Z4ZD,19YNUSU1543Z9ZL,45855.87,2019-09-23,Plywood panels,true
32LTYIF5947E9ZG,29GOJDW2619G6ZM,593679.98,2019-09-25,Unprocessed timber,true
06BWKWN5630Z4ZD,19YNUSU1543Z9ZL,38984.48,2019-09-28,Cotton yarn,true
33YFHAE9497P9ZG,09ZBWBM8578V6ZU,157427.84,2019-10-02,Kitchenware cartons,true
36ZZRVY7581R1ZE,24CPKFI4802U8Z3,49735.16,2019-10-03,Cotton yarn,true
19RQFMU3728T6Z2,33GUQQC4750Y8Z5,14990.76,2019-10-06,Rubber gaskets,true
24CPKFI4802U8Z3,06ZYUMR8310X1ZI,152897.15,2019-10-06,Garment lots,true
09MACAR1889T5Z3,09ZBWBM8578V6ZU,622346.89,2019-10-11,Garment lots,true
33YFHAE9497P9ZG,09ZBWBM8578V6ZU,158774.48,2019-10-12,Assembled pump units,true
36ZZRVY7581R1ZE,06QWIYO2144M6Z6,62810.88,2019-10-13,Aluminium sheets,true
29TIWPY0487R5ZH,06VXENK5239T5Z6,167604.99,2019-10-14,Cotton yarn,true
27OVEWI9795R9Z8,06QWIYO2144M6Z6,278845.08,2019-10-24,Aluminium sheets,true
33YFHAE9497P9ZG,09ZBWBM8578V6ZU,149298.10,2019-10-25,Packaged fittings,true
36ZZRVY7581R1ZE,06QWIYO2144M6Z6,48779.28,2019-10-28,Steel coils,true
06NPUYZ0199O3ZQ,09MACAR1889T5Z3,254124.80,2019-10-30,Steel coils,true
32BTVLO0183D3ZZ,27KNVLF9413B7ZQ,31117.86,2019-10-31,Steel coils,true
07LYWHO7356O2Z6,06ZYUMR8310X1ZI,415521.12,2019-11-01,Furniture sets,true
29GOJDW2619G6ZM,09ZBWBM8578V6ZU,409479.23,2019-11-10,Packaged fittings,true
29TIWPY0487R5ZH,27SKWQX1255L5ZB,161209.43,2019-11-13,Cotton yarn,false
36ZZRVY7581R1ZE,06QWIYO2144M6Z6,60958.01,2019-11-19,Aluminium sheets,true
24LEGQZ0248F6ZJ,27KNVLF9413B7ZQ,596579.57,2019-11-29,Packaged fittings,true
36IBYDQ7801O8ZC,33FOOWY4932K5ZW,50375.24,2019-12-06,Rubber gaskets,true
24SORHP9066Z2ZO,33GUQQC4750Y8Z5,28271.72,2019-12-08,Rubber gaskets,false
29GBWZR4282Y6Z3,19YNUSU1543Z9ZL,1391802.93,2019-12-08,Furniture sets,false
29KEPQP0012T8ZU,27CDMPY3420P3ZO,3076265.65,2019-12-17,Iron ore,true
24RGHCF5815H7Z1,07KYWMS0417O4Z8,325268.32,2019-12-22,Cotton yarn,true
29DSORG7805Q7ZD,27KNVLF9413B7ZQ,1828697.68,2019-12-22,Packaged fittings,true
33YFHAE9497P9ZG,09ZBWBM8578V6ZU,166872.96,2019-12-28,Auto spare kits,true
36AOZCX8818C4Z4,19XTXAC5360U3ZZ,233534.74,2019-12-29,Packaged fittings,true
36RVGEN3898U2ZW,06OUYEO4807S2ZY,10608.62,2020-01-02,Bauxite,true
24CPKFI4802U8Z3,06ZYUMR8310X1ZI,173086.04,2020-01-03,Assembled pump units,true
27OVEWI9795R9Z8,06QWIYO2144M6Z6,279548.29,2020-01-04,Steel coils,true
33YFHAE9497P9ZG,09ZBWBM8578V6ZU,152861.54,2020-01-06,Kitchenware cartons,true
29NVUAL1821K7ZE,33YFHAE9497P9ZG,252717.23,2020-01-09,Cotton yarn,true
24CPKFI4802U8Z3,19XTXAC5360U3ZZ,279638.30,2020-01-09,Auto spare kits,true
24DANYR9176S8Z7,19AFHVR2881Q4Z4,1625067.11,2020-01-12,Aluminium sheets,true
19WSEJA6123K9ZZ,29TPVLE8820A7ZX,1060783.11,2020-01-13,Raw cotton bales,true
29NVUAL1821K7ZE,36MFZZI1805O9Z6,257545.19,2020-01-18,Cotton yarn,true
29TIWPY0487R5ZH,07WWTVC3072D6Z6,170936.58,2020-01-20,Plywood panels,false
27OVEWI9795R9Z8,06QWIYO2144M6Z6,244709.89,2020-02-07,Aluminium sheets,false
19QAOYF9022E9Z3,29OZSVL9371R7ZY,1668770.91,2020-02-08,Bauxite,true
06VXENK5239T5Z6,06PACMQ7731H2Z6,2655168.21,2020-02-10,Furniture sets,true
06BWKWN5630Z4ZD,06ZYUMR8310X1ZI,28479.25,2020-02-12,Moulded plastic parts,true
36RVGEN3898U2ZW,29GOJDW2619G6ZM,19885.10,2020-02-15,Bauxite,true
07LYWHO7356O2Z6,06ZYUMR8310X1ZI,452196.01,2020-02-17,Garment lots,true
19YTTQI9334D1Z5,36AOZCX8818C4Z4,2670352.68,2020-02-19,Furniture sets,true
06QWIYO2144M6Z6,19YNUSU1543Z9ZL,664322.76,2020-02-22,Auto spare kits,true
19FWLNA7151E6Z5,27LABTZ8624C8ZL,694674.17,2020-02-26,Raw rubber sheets,true
36JMBCS5285U5Z4,06OUYEO4807S2ZY,58580.62,2020-03-02,Bauxite,true
19AFHVR2881Q4Z4,19XTXAC5360U3ZZ,637592.99,2020-03-03,Kitchenware cartons,true
19WSEJA6123K9ZZ,29TPVLE8820A7ZX,1175144.76,2020-03-06,Crude polymer granules,true
36JMBCS5285U5Z4,07VZKFB6019K1ZT,30935.47,2020-03-11,Raw cotton bales,true
06BWKWN5630Z4ZD,06ZYUMR8310X1ZI,27627.36,2020-03-19,Rubber gaskets,true
19FWLNA7151E6Z5,27LABTZ8624C8ZL,828701.48,2020-03-21,Raw rubber sheets,true
19AFHVR2881Q4Z4,19XTXAC5360U3ZZ,821881.55,2020-03-21,Assembled pump units,true
19FWLNA7151E6Z5,27LABTZ8624C8ZL,693571.10,2020-03-28,Unprocessed timber,true
07JUHCS8296Y9Z9,24DANYR9176S8Z7,168668.84,2020-03-29,Raw cotton bales,true
06BWKWN5630Z4ZD,06ZYUMR8310X1ZI,22977.25,2020-04-04,Aluminium sheets,true
32YKCYT1305Z3ZM,07IHIOC8713E8ZN,273322.09,2020-04-12,Kitchenware cartons,true
32BTVLO0183D3ZZ,29GOJDW2619G6ZM,11727.35,2020-04-14,Plywood panels,true
27AADWX3409U6ZS,09ZBWBM8578V6ZU,22955.46,2020-04-14,Garment lots,true
27AADWX3409U6ZS,07KYWMS0417O4Z8,41621.96,2020-04-22,Auto spare kits,true
27AADWX3409U6ZS,07KYWMS0417O4Z8,42832.78,2020-04-25,Assembled pump units,true
32CMSLO2200R6Z5,36IBYDQ7801O8ZC,188216.12,2020-04-28,Unprocessed timber,true
06OUYEO4807S2ZY,07IHIOC8713E8ZN,125600.98,2020-04-30,Steel coils,true
32YKCYT1305Z3ZM,07IHIOC8713E8ZN,255008.24,2020-05-01,Kitchenware cartons,true
19FWLNA7151E6Z5,27LABTZ8624C8ZL,892982.65,2020-05-05,Crude polymer granules,true
33FOOWY4932K5ZW,29DFJDI9306B7ZJ,377784.68,2020-05-05,Kitchenware cartons,true
19RQFMU3728T6Z2,33GUQQC4750Y8Z5,16081.38,2020-05-06,Moulded plastic parts,true
27AADWX3409U6ZS,06ZYUMR8310X1ZI,15900.95,2020-05-06,Kitchenware cartons,true
32YKCYT1305Z3ZM,06PACMQ7731H2Z6,230954.25,2020-05-11,Assembled pump units,true
27AADWX3409U6ZS,06ZYUMR8310X1ZI,12633.69,2020-05-21,Auto spare kits,true
27AADWX3409U6ZS,09ZBWBM8578V6ZU,22731.85,2020-05-23,Assembled pump units,true
36HIWMV4627A6ZF,27HXKTQ5235G4ZA,1165619.63,2020-05-24,Steel coils,true
07WWTVC3072D6Z6,19YNUSU1543Z9ZL,174789.98,2020-05-24,Kitchenware cartons,true
32BTVLO0183D3ZZ,29GOJDW2619G6ZM,11225.83,2020-05-29,Plywood panels,true
27AADWX3409U6ZS,07KYWMS0417O4Z8,41347.48,2020-05-31,Auto spare kits,true
24CPKFI4802U8Z3,19XTXAC5360U3ZZ,308142.03,2020-06-01,Assembled pump units,true
33FOOWY4932K5ZW,07KYWMS0417O4Z8,331486.88,2020-06-05,Garment lots,true
27AADWX3409U6ZS,06ZYUMR8310X1ZI,13991.55,2020-06-05,Assembled pump units,true
07VZKFB6019K1ZT,06ZYUMR8310X1ZI,831684.07,2020-06-09,Rubber gaskets,true
32AQGJY0057D6ZV,24XCOGB4723J1Z4,153407.64,2020-06-10,Iron ore,true
32BTVLO0183D3ZZ,27KNVLF9413B7ZQ,32563.67,2020-06-17,Steel coils,true
27AADWX3409U6ZS,07KYWMS0417O4Z8,42975.74,2020-06-19,Garment lots,true
32CMSLO2200R6Z5,36HIWMV4627A6ZF,132025.91,2020-06-20,Iron ore,true
27AADWX3409U6ZS,07KYWMS0417O4Z8,39214.21,2020-06-22,Assembled pump units,true
33ZCOYB3981K1ZV,27CDMPY3420P3ZO,22545.04,2020-07-10,Raw rubber sheets,true
19FQVDH2460H4ZO,27HXKTQ5235G4ZA,1034522.06,2020-07-10,Rubber gaskets,true
09GDUDI3670A5ZE,29GBWZR4282Y6Z3,298536.83,2020-07-18,Plywood panels,true
24TQBMB5563K9ZK,29DFJDI9306B7ZJ,174471.13,2020-07-22,Auto spare kits,true
29TIWPY0487R5ZH,07WWTVC3072D6Z6,183048.53,2020-07-24,Moulded plastic parts,false
19YTTQI9334D1Z5,07KYWMS0417O4Z8,784324.93,2020-07-30,Furniture sets,true
29OZSVL9371R7ZY,33YFHAE9497P9ZG,1115910.44,2020-08-07,Cotton yarn,true
29GOJDW2619G6ZM,19YNUSU1543Z9ZL,346452.35,2020-08-14,Auto spare kits,true
07JUHCS8296Y9Z9,29OZSVL9371R7ZY,245932.02,2020-08-23,Raw cotton bales,true
36AOZCX8818C4Z4,19YTTQI9334D1Z5,3116578.48,2020-08-25,Garment lots,true
36HIWMV4627A6ZF,27HXKTQ5235G4ZA,1407966.34,2020-08-26,Steel coils,true
33XJXTK6255H1ZG,36AMNXO1723D1ZL,693283.06,2020-08-27,Raw cotton bales,false
36RVGEN3898U2ZW,06OUYEO4807S2ZY,12171.30,2020-08-29,Raw cotton bales,true
29DSORG7805Q7ZD,19YNUSU1543Z9ZL,556118.25,2020-08-31,Kitchenware cartons,true
36AOZCX8818C4Z4,19YTTQI9334D1Z5,2774521.72,2020-09-02,Assembled pump units,true
36HIWMV4627A6ZF,27HXKTQ5235G4ZA,1457311.66,2020-09-04,Moulded plastic parts,false
32CMSLO2200R6Z5,36IBYDQ7801O8ZC,165647.49,2020-09-06,Raw rubber sheets,true
33ZCOYB3981K1ZV,29NVUAL1821K7ZE,26418.00,2020-09-14,Crude polymer granules,true
24TSKYG0110D8ZX,19RQFMU3728T6Z2,84322.52,2020-09-24,Crude polymer granules,true
36AOZCX8818C4Z4,19YTTQI9334D1Z5,2927743.83,2020-09-27,Auto spare kits,false
19QAOYF9022E9Z3,27SKWQX1255L5ZB,3386433.40,2020-10-02,Unprocessed timber,true
29TIWPY0487R5ZH,06VXENK5239T5Z6,155390.32,2020-10-04,Aluminium sheets,true
27TZILH6929G4ZN,07IHIOC8713E8ZN,316194.41,2020-10-04,Aluminium sheets,true
27AADWX3409U6ZS,19QLQGQ2532E7Z2,29362.47,2020-10-18,Garment lots,true
24TSKYG0110D8ZX,27SKWQX1255L5ZB,84224.60,2020-10-19,Iron ore,true
07JUHCS8296Y9Z9,27CDMPY3420P3ZO,248868.01,2020-10-21,Unprocessed timber,true
36MFZZI1805O9Z6,06XLLCH1373K6Z0,663958.86,2020-10-21,Packaged fittings,true
29GBWZR4282Y6Z3,19YNUSU1543Z9ZL,1424192.47,2020-10-21,Garment lots,true
29GOJDW2619G6ZM,19YNUSU1543Z9ZL,307235.57,2020-10-25,Furniture sets,true
36MYFHN1078R2Z4,07OWSPV4756N1ZN,138270.06,2020-10-31,Auto spare kits,true
36GDMFJ3180O4ZC,07BSHGZ0028T6Z1,381321.13,2020-11-08,Plywood panels,true
29TIWPY0487R5ZH,06VXENK5239T5Z6,190350.86,2020-11-10,Plywood panels,true
36AMNXO1723D1ZL,19YNUSU1543Z9ZL,374080.52,2020-11-13,Kitchenware cartons,true
32LTYIF5947E9ZG,29TPVLE8820A7ZX,469072.86,2020-11-18,Crude polymer granules,true
29GBWZR4282Y6Z3,27KNVLF9413B7ZQ,1444256.57,2020-11-22,Garment lots,true
06OUYEO4807S2ZY,29GLIVA3486Y3ZR,135868.34,2020-11-23,Moulded plastic parts,true
27SKWQX1255L5ZB,09ZBWBM8578V6ZU,7168262.79,2020-11-25,Packaged fittings,true
36AMNXO1723D1ZL,19YNUSU1543Z9ZL,379804.91,2020-11-26,Auto spare kits,true
36JMBCS5285U5Z4,29OZSVL9371R7ZY,35834.89,2020-11-29,Raw cotton bales,true
29TPVLE8820A7ZX,07IHIOC8713E8ZN,323213.54,2020-12-07,Kitchenware cartons,true
29TIWPY0487R5ZH,19DKRMK6116L4ZI,153298.04,2020-12-09,Steel coils,true
32CMSLO2200R6Z5,24SORHP9066Z2ZO,159806.22,2020-12-13,Iron ore,true
29DSORG7805Q7ZD,07OWSPV4756N1ZN,1492596.42,2020-12-21,Auto spare kits,true
36RVGEN3898U2ZW,29OZSVL9371R7ZY,10836.51,2020-12-22,Raw cotton bales,false
36IBYDQ7801O8ZC,27KNVLF9413B7ZQ,29524.36,2020-12-24,Aluminium sheets,true
32OSLJF8100O5ZL,29GOJDW2619G6ZM,28837.91,2020-12-27,Plywood panels,true
07RQSPW5140Z2ZH,07FSGBM8265D9ZC,318780.58,2020-12-30,Moulded plastic parts,true
27AADWX3409U6ZS,19QLQGQ2532E7Z2,29514.23,2020-12-30,Packaged fittings,true
27AADWX3409U6ZS,19QLQGQ2532E7Z2,38102.90,2021-01-01,Assembled pump units,true
24SORHP9066Z2ZO,24XCOGB4723J1Z4,17565.54,2021-01-02,Cotton yarn,true
33MDFOF7954Z9ZL,24LEGQZ0248F6ZJ,1257504.98,2021-01-05,Bauxite,true
07JUHCS8296Y9Z9,27CDMPY3420P3ZO,246639.82,2021-01-07,Raw rubber sheets,true
19RQFMU3728T6Z2,33GUQQC4750Y8Z5,16302.54,2021-01-11,Plywood panels,true
24PISLE8831I5ZS,07FSGBM8265D9ZC,607438.66,2021-01-14,Auto spare kits,true
07WWTVC3072D6Z6,19YNUSU1543Z9ZL,163615.08,2021-01-15,Kitchenware cartons,true
27AADWX3409U6ZS,19QLQGQ2532E7Z2,34859.90,2021-01-18,Furniture sets,true
29GOJDW2619G6ZM,19YNUSU1543Z9ZL,304773.01,2021-02-08,Furniture sets,true
06BWKWN5630Z4ZD,27AADWX3409U6ZS,21214.46,2021-02-09,Plywood panels,true
24RGHCF5815H7Z1,19YTTQI9334D1Z5,355205.93,2021-02-11,Moulded plastic parts,true
24PISLE8831I5ZS,07FSGBM8265D9ZC,508265.70,2021-02-11,Auto spare kits,true
07WWTVC3072D6Z6,07BSHGZ0028T6Z1,173876.68,2021-02-15,Furniture sets,true
09GDUDI3670A5ZE,29GBWZR4282Y6Z3,341578.12,2021-02-16,Steel coils,true
06NPUYZ0199O3ZQ,09MACAR1889T5Z3,273905.72,2021-02-26,Plywood panels,true
24PISLE8831I5ZS,07FSGBM8265D9ZC,545526.39,2021-02-26,Auto spare kits,true
29OZSVL9371R7ZY,29DSORG7805Q7ZD,1288095.49,2021-02-28,Plywood panels,true
33FOOWY4932K5ZW,09ZBWBM8578V6ZU,212274.41,2021-03-03,Packaged fittings,true
24PISLE8831I5ZS,07LYWHO7356O2Z6,2865327.00,2021-03-06,Furniture sets,true
