gstin,pan,name,director_name,registered_address,registered_date,declared_turnover
32AQGJY0057D6ZV,AQGJY0057D,"Oza, Roy and Shan",Qarin Ramanathan,"04/466, Arya Nagar, Gurgaon 594134",2016-03-19,9128261.05
24GWHPF1178Z2ZP,GWHPF1178Z,"Rattan, Vyas and Kanda",Turvi Kala,"H.No. 378, Dhingra Ganj, Haridwar-482753",2026-01-02,1800392.81
19RQFMU3728T6Z2,RQFMU3728T,Puri-Kulkarni,Quincy Subramaniam,"H.No. 34, Srinivasan Path, Haldia 524601",2016-09-14,316972.78
33FOOWY4932K5ZW,FOOWY4932K,"Nair, Dey and Wali",Alexander Apte,"44/919, Kaur Street, Bidhannagar-236829",2015-03-23,10393997.99
27HXKTQ5235G4ZA,HXKTQ5235G,"Chana, Mishra and Hora",Tanay Wali,"18/146, Dewan Ganj, Kumbakonam 772737",2016-12-23,29884411.57
09GDUDI3670A5ZE,GDUDI3670A,Zacharia PLC,Naveen Nagi,"47/566, Gole Zila, Bhopal-905187",2016-04-12,7091372.76
36HNWSS6393V2ZK,HNWSS6393V,Dhawan-Bandi,Ojasvi Date,"55/788, Mander Ganj, Tiruvottiyur 480445",2023-10-04,39572217.44
07NPOAT6825Y5Z6,NPOAT6825Y,Raval-Nath,Yashawini Pai,"H.No. 535, Datta Road, Thane-868906",2025-04-19,5218619.30
29DSORG7805Q7ZD,DSORG7805Q,Chopra-Ahuja,Ranveer Soman,"29/13, Shankar Nagar, Salem 061052",2016-10-29,29764565.65
33IIMMB0166U5Z6,IIMMB0166U,Kuruvilla-Mittal,Oviya Banerjee,"99, Tank Nagar, Kochi 967106",2021-03-14,12295293.59
06MOGFE1378X5ZQ,MOGFE1378X,"Dugal, Soman and Sachar",Fitan Sodhi,"06/001, Kamdar Zila, Bikaner-049372",2023-07-05,28372924.84
36HIWMV4627A6ZF,HIWMV4627A,Pau Ltd,Frado Memon,"40/000, Buch Nagar, Bijapur-927905",2016-03-10,25159730.04
36JMBCS5285U5Z4,JMBCS5285U,Sarna-Singhal,Maanav Dada,"67/674, Nath, Parbhani 995902",2017-10-11,1760318.26
33LZEGM8299Z8ZJ,LZEGM8299Z,"More, Sangha and Koshy",Lila Puri,"H.No. 05, Loyal Road, Sangli-Miraj & Kupwad-429248",2025-09-11,1586051.30
33DRDIN3277R8ZV,DRDIN3277R,"Tata, Palan and Warrior",Vedhika Raj,"H.No. 90, Shroff Marg, Rohtak-678185",2025-10-22,17489770.33
07OWSPV4756N1ZN,OWSPV4756N,Kaul Group,Ekani Sood,"312, Patil Road, Sambhal-307515",2017-07-27,45696669.77
19DQPPY2036U8ZN,DQPPY2036U,"Sheth, Bumb and Dugal",Azaan Pai,"H.No. 039, Kala Chowk, Parbhani 179924",2026-05-01,15981560.79
33NIRBJ4576K8ZM,NIRBJ4576K,Nigam and Sons,Kritika Chacko,"H.No. 857, Bhatt Chowk, Jamshedpur 459318",2022-02-07,415943.98
06UCZBM8689B1ZC,UCZBM8689B,Goswami-Sen,Kamala Keer,"H.No. 450, Bala Circle, Rampur-012503",2023-12-07,2993338.43
07WWTVC3072D6Z6,WWTVC3072D,"Misra, Sastry and Cheema",Ekiya Prabhu,"H.No. 576, Sastry Street, Asansol 730231",2015-05-27,5333129.85
32FNBKA6990P7ZQ,FNBKA6990P,"Prakash, Dey and Sekhon",Lekha Bains,"H.No. 53, D’Alia Chowk, Asansol 302782",2024-09-15,38193780.90
33NRDCU7320N2Z5,NRDCU7320N,Dixit-Lata,Nisha Koshy,"H.No. 94, Ganesh Path, Pallavaram-577128",2025-07-03,16519258.39
07XFBLY2148W1ZG,XFBLY2148W,Kakar PLC,Bhavini Dar,"H.No. 64, Khanna Ganj, Pali 620420",2017-08-22,2836954.19
27JXTFP9055S6Z9,JXTFP9055S,Tripathi-Om,Saanvi Agarwal,"H.No. 60, Kamdar Marg, Aurangabad 228323",2019-11-18,324013.05
32ZOIZY9544B1ZL,ZOIZY9544B,"Buch, Chahal and Tandon",Parth Jha,"43/01, Reddy Circle, Kadapa-547106",2017-11-06,1849633.47
32HMMVM9374W1ZA,HMMVM9374W,Deol-Lata,Quincy Peri,"59/905, Sehgal Circle, Jamshedpur 356904",2026-02-04,18506738.14
36ZZRVY7581R1ZE,ZZRVY7581R,Talwar Group,Krish Bail,"922, Muni Zila, Miryalaguda-013409",2016-03-16,992216.07
19ORCRZ5136S8ZX,ORCRZ5136S,"Shetty, Virk and Khare",Harshil Panchal,"H.No. 417, Tella Chowk, Bhubaneswar 162893",2022-03-28,16839981.86
29SLMYQ2307L6Z5,SLMYQ2307L,Din Ltd,Mekhala Gala,"69/980, Ben Marg, Sonipat 356956",2020-12-24,26632410.98
36GSPSS3446D1Z8,GSPSS3446D,"Bera, Nair and Varughese",Ira Krish,"H.No. 18, Biswas Street, Bhiwani-803266",2016-07-18,9594388.10
27RLWOP1961W9ZE,RLWOP1961W,Batra-Baria,Amaira Mahajan,"H.No. 18, Saraf Nagar, Thane 145210",2022-04-07,442636.39
36ILBRA0487B8ZC,ILBRA0487B,"Varkey, Loyal and Chad",Manbir Sarraf,"H.No. 69, Mahal Road, Chandigarh 799363",2026-01-07,22270074.68
27LPMFO3207W6ZE,LPMFO3207W,"Peri, Sharma and Mitter",Upasna Mukherjee,"H.No. 33, Rajagopal Circle, Ahmedabad 235857",2016-03-10,1670806.50
29MAUCO5537D8Z3,MAUCO5537D,Mane-Kalita,Dakshesh Bains,"57/08, Sarraf Marg, Moradabad-265523",2023-07-20,28904578.51
29HEAIS4524P9Z7,HEAIS4524P,"Malhotra, Vasa and Chandran",Amruta Datta,"H.No. 689, Tank Zila, Aurangabad-649916",2025-10-28,2734704.03
07JDIYG5643H5ZA,JDIYG5643H,Shankar-Mani,Brinda Pandit,"50/767, Gour Road, Ulhasnagar-969315",2026-01-21,23078044.95
29EOAZQ4256B3ZB,EOAZQ4256B,Kibe-Nanda,Pooja Anne,"H.No. 97, Yadav Road, Siwan 886675",2022-09-13,2055460.34
24XPYIF3293S1ZX,XPYIF3293S,Panchal Group,Ekansh Vohra,"58, Dube Marg, Bidar-679958",2025-01-13,40015568.86
19NYPEV4329L9Z0,NYPEV4329L,"Chanda, Garde and Patil",Jeevika Borde,"H.No. 458, Dugar Marg, Sasaram 836209",2025-06-24,20015996.96
07KYWMS0417O4Z8,KYWMS0417O,"Chhabra, Pandit and Basak",Advaith Agate,"H.No. 61, Aurora, Thiruvananthapuram 789488",2019-03-15,27864719.94
27AADWX3409U6ZS,AADWX3409U,Issac Group,Maanav Dugar,"H.No. 128, Sibal Chowk, Ghaziabad 952354",2019-04-15,948259.49
24YIDDD6289H3ZT,YIDDD6289H,Bali LLC,Dev Palla,"60/03, Bassi Marg, Meerut-330292",2023-07-01,3718794.31
24TQBMB5563K9ZK,TQBMB5563K,Ahuja-Shah,Omya Krishnan,"693, More Marg, Shivpuri-312256",2015-09-11,10174400.89
29NVUAL1821K7ZE,NVUAL1821K,Amble LLC,Janani Contractor,"H.No. 61, Sami Zila, Begusarai 637453",2019-06-28,4648122.57
33BBUTI9480T1ZR,BBUTI9480T,Banerjee-Mallick,Harita Dugal,"H.No. 348, Savant Street, Mathura-553669",2026-04-17,28091162.32
36QICOS8271Q4ZI,QICOS8271Q,Mishra Group,Utkarsh Sethi,"79/58, Raval Ganj, Cuttack-818460",2026-01-19,44773320.62
33GRWLO8497P9ZE,GRWLO8497P,"Dhillon, Mukhopadhyay and Aurora",Gabriel Goel,"118, Tella Path, Nellore-413426",2024-10-20,13536272.55
06HKRKP4434B1ZM,HKRKP4434B,Parekh-Raval,Kevin Malhotra,"H.No. 56, Shere Nagar, Rewa-124149",2023-05-16,15198518.31
06VXENK5239T5Z6,VXENK5239T,"Kanda, Baria and Ravel",Neel Sankar,"608, Gola Road, Jehanabad-846950",2015-12-10,39728576.97
24DANYR9176S8Z7,DANYR9176S,Mangat Inc,Yash Choudhry,"516, Kant Marg, Hajipur 567587",2015-08-14,27272450.80
32RTMUK0767J7ZR,RTMUK0767J,"Bhagat, Jha and Sangha",Vrishti Gulati,"823, Lad Circle, Allahabad 556134",2021-09-27,9479509.98
09THKGN0004S7ZJ,THKGN0004S,Deshpande Ltd,Vasudha Khanna,"72/54, Dhar Street, Thoothukudi-862297",2021-10-14,33442048.61
32BTVLO0183D3ZZ,BTVLO0183D,Jhaveri-Contractor,Advik Patel,"H.No. 044, Choudhry Ganj, Sultan Pur Majra-257795",2019-07-14,832069.50
27SKWQX1255L5ZB,SKWQX1255L,Ganguly-Bora,Advay Sidhu,"59/417, Suresh Marg, Tinsukia-051494",2015-11-20,49246809.74
24QJQGQ3620U1Z2,QJQGQ3620U,"Korpal, Brar and Devi",Aryan Rana,"H.No. 28, Chaudry Street, Tadepalligudem-625535",2023-12-15,11320587.48
09MDSAV0327Y3ZY,MDSAV0327Y,Pingle LLC,Dalbir Barman,"H.No. 376, Dugar Chowk, Madanapalle 232276",2022-03-02,23798945.28
33DCFQP7960U6Z9,DCFQP7960U,Baral Group,Rayaan Kamdar,"H.No. 986, Mander Street, Pimpri-Chinchwad 517022",2025-05-20,16305552.92
29OTMAB3690O3Z2,OTMAB3690O,Merchant-Agrawal,Ijaya Hayre,"58/76, Dubey Circle, Narasaraopet-059499",2026-02-16,180444.94
27IPCHV6936J3ZF,IPCHV6936J,Pillay-Srivastava,Chandani Oza,"712, Prabhu, Karimnagar 976413",2017-03-02,25769738.91
19DKRMK6116L4ZI,DKRMK6116L,Jain PLC,Timothy Kulkarni,"47/38, Kara Chowk, Anand 617288",2020-10-21,2111546.23
24CGIRZ2877Z7ZD,CGIRZ2877Z,"Contractor, Varma and Chaudry",Manya Garg,"H.No. 259, Ravel Nagar, Nashik-009374",2023-05-13,250664.85
27OVEWI9795R9Z8,OVEWI9795R,Deshmukh Group,Saksham Contractor,"H.No. 50, Das Road, Serampore 709515",2018-04-30,6580780.93
19WSEJA6123K9ZZ,WSEJA6123K,"Narang, Chowdhury and Bandi",Aachal Pandya,"H.No. 971, Sura Nagar, Srinagar-228462",2015-02-26,42845240.89
24EWMJL6724F1ZM,EWMJL6724F,"Krishna, Yohannan and Luthra",Akshay Bakshi,"87, Banik Nagar, South Dumdum 727639",2025-07-06,64527.83
29DFJDI9306B7ZJ,DFJDI9306B,"Borra, Patel and Narayan",Deepa Deep,"575, Sidhu, Raichur 059753",2020-04-26,23514833.87
07HSPWQ4695A1ZI,HSPWQ4695A,Kothari Group,Madhav Dhawan,"H.No. 18, Parikh Road, Visakhapatnam 369154",2025-05-23,32965864.68
09CNWXM9348C8ZL,CNWXM9348C,Dhaliwal Ltd,Daksha Om,"H.No. 86, Bhasin Path, North Dumdum 853352",2020-05-24,8795490.03
29GBWZR4282Y6Z3,GBWZR4282Y,Jha Inc,Nidhi Sehgal,"912, Morar Road, Aurangabad-139192",2019-01-19,29873912.01
29WPVPH3087E4Z8,WPVPH3087E,Pandit-Sidhu,Priya Bir,"448, Gala Nagar, Patiala-306739",2021-03-17,1556093.36
36ETOYM3140L4ZH,ETOYM3140L,Thaker-Chaudhary,Wyatt Bhandari,"H.No. 195, Ahluwalia Street, Gopalpur-503550",2024-08-30,20871056.95
32OSLJF8100O5ZL,OSLJF8100O,"Sunder, Ravi and Nazareth",Dakshesh Sachdeva,"95/796, Sheth Road, Indore 950695",2016-09-25,334147.65
29KALCU4943C5ZP,KALCU4943C,Chander Inc,Shivansh Dhar,"H.No. 65, Dube Circle, Berhampur 704878",2026-06-04,12064014.68
33XJXTK6255H1ZG,XJXTK6255H,Pathak-Virk,Kevin Krishnan,"H.No. 523, Chana Marg, Guntur 088382",2018-12-20,22004249.17
06GPNPX2499U7Z8,GPNPX2499U,Pau-Dixit,Neel Wadhwa,"37/735, Sharma Marg, North Dumdum 101650",2025-07-01,24429704.79
27LABTZ8624C8ZL,LABTZ8624C,Puri Group,Udarsh Balasubramanian,"H.No. 63, Pandya Ganj, Anantapur 447392",2019-05-19,3856428.79
29OZSVL9371R7ZY,OZSVL9371R,Loke-Deshpande,Barkha Chakrabarti,"32, Sethi Path, Adoni 350726",2019-12-26,14361860.11
07KTVJS9657V4ZX,KTVJS9657V,Mishra Ltd,Isaac Doshi,"H.No. 28, Chatterjee Path, Madhyamgram 165650",2021-10-17,30573847.93
09LRSNL8397M2ZC,LRSNL8397M,"Keer, Jaggi and Aurora",Krishna Thaman,"10/051, Dara Zila, Bhavnagar-023828",2022-08-08,36064089.36
24IWPHR7389W2Z5,IWPHR7389W,"Chowdhury, Wagle and Pandya",Faras Palla,"14/204, Biswas Road, Thiruvananthapuram-685405",2025-09-29,14957909.14
29YDUXQ1768F6Z5,YDUXQ1768F,"Barman, Setty and Manda",Nirja Luthra,"H.No. 86, Dora Marg, Kharagpur-203984",2023-01-01,8813649.77
29GOJDW2619G6ZM,GOJDW2619G,"Purohit, Khosla and Issac",Gabriel Bandi,"85/785, Acharya Chowk, Nandyal 986365",2014-11-10,9729635.22
07DHLQX8570T4Z7,DHLQX8570T,"Bhatt, Ramaswamy and Vora",Ekanta Bora,"H.No. 75, Sood Circle, Ajmer-858382",2021-02-27,40587941.53
32APDCZ4228J5Z9,APDCZ4228J,Khare-Gera,Triveni Goel,"56, Rout Zila, Chandrapur 155884",2017-08-22,3180939.48
29KEPQP0012T8ZU,KEPQP0012T,Chakrabarti-Maharaj,Bina Sehgal,"72/820, Peri Street, Saharsa 958564",2017-07-12,29531358.69
19QGJES9032L6ZO,QGJES9032L,Iyer Inc,Dalbir Gokhale,"H.No. 43, Sarma Road, Loni 132649",2021-06-07,9197428.67
32TBUEX2464C3ZX,TBUEX2464C,Bassi-Savant,Jeevika Barman,"94, Khare Path, Adoni 939513",2022-03-18,2446150.87
19YNUSU1543Z9ZL,YNUSU1543Z,Bobal-Buch,Ladli Ramaswamy,"01/997, Sarin Chowk, Bhalswa Jahangir Pur-176728",2017-07-05,42832243.62
07WKVKZ7853Z8ZD,WKVKZ7853Z,Kata Ltd,Neelima Baria,"71, Kant Zila, Aurangabad 171397",2021-03-26,497281.12
32EJXJI9851G6ZJ,EJXJI9851G,Iyengar Ltd,Vasudha Bhakta,"02, Natt Path, Kadapa-284841",2024-04-02,20369397.47
24CPKFI4802U8Z3,CPKFI4802U,Rajagopal-Kumer,Megha Vaidya,"H.No. 43, Sarin Marg, Farrukhabad-203857",2017-04-01,3258927.32
19XBETB1195X1Z0,XBETB1195X,"Suresh, Dhaliwal and Pau",Sai Shan,"H.No. 816, Naik, Panipat 743399",2026-03-14,211304.03
07VZKFB6019K1ZT,VZKFB6019K,Ravi-Saxena,Samar Bhardwaj,"10/219, Gole Chowk, Kishanganj-734382",2018-06-12,10746158.98
24WXKFC0232Q6ZN,WXKFC0232Q,Jhaveri PLC,Udyati Chandran,"H.No. 634, Samra Chowk, Howrah-027439",2024-02-21,14168562.91
29TIWPY0487R5ZH,TIWPY0487R,Dube-More,Ekta Kala,"05, Dugal Marg, Rajahmundry-372265",2019-04-13,6629675.93
36UHMYC0921B6ZB,UHMYC0921B,"Ratti, Contractor and Barad",Jason Kade,"50, Chander Chowk, Shivpuri 499813",2022-11-07,6976555.15
07LYWHO7356O2Z6,LYWHO7356O,Singhal LLC,Charita Bali,"H.No. 32, Bedi Road, Thoothukudi 773552",2016-04-16,28030091.13
19SMNMV3040I7ZD,SMNMV3040I,Misra Inc,Girish Chowdhury,"00, Varghese Nagar, Haridwar-695152",2022-06-09,2228818.20
19ZFPYI2441K8ZA,ZFPYI2441K,Gara-Chana,Abdul Srinivasan,"H.No. 11, Dada Ganj, Mehsana 881573",2025-03-29,20769632.75
27YOFNE4012A3ZM,YOFNE4012A,Wason Inc,Jeevika Hora,"32/38, Khatri Circle, Kanpur 079331",2026-01-15,1802115.61
07BSHGZ0028T6Z1,BSHGZ0028T,Dube LLC,Panini Ramaswamy,"11/93, Kohli Ganj, Sambalpur 951039",2020-04-27,30403941.28
19AFHVR2881Q4Z4,AFHVR2881Q,"Ghosh, Mitter and Oommen",Triya Goswami,"60, Konda Zila, Sasaram 252333",2019-08-02,10435306.99
