gstin,pan,name,director_name,registered_address,registered_date,declared_turnover
07HPZMN5057X8Z8,HPZMN5057X,Padmanabhan-Savant,Rajeshri Parmar,"82/939, Buch Chowk, Tirunelveli-527948",2024-11-12,27456442.76
32CSIUV0454F1ZA,CSIUV0454F,Rajagopalan-Murty,Rudra Radhakrishnan,"05/54, Naidu Circle, Malegaon 647121",2023-09-02,3438287.38
19CINWU1856P4ZV,CINWU1856P,Jhaveri and Sons,Ekbal Ranganathan,"H.No. 709, Swaminathan Zila, Pudukkottai-276932",2014-12-08,2233552.80
06FAQAP4122I4ZE,FAQAP4122I,"Agate, Bhardwaj and Pai",Ronith Mukherjee,"656, Lad Zila, Bidar 063024",2023-08-04,40447064.08
09EULJN4456L1ZL,EULJN4456L,Sharaf-Brahmbhatt,Inaya Rajagopalan,"H.No. 37, Samra Road, Arrah 258602",2015-12-17,19547577.99
29NHUTK5280X8ZT,NHUTK5280X,Palan-Dash,Manya Chauhan,"H.No. 322, Shanker Street, Danapur-479922",2018-09-17,2079261.55
19VUHEQ8805P5ZR,VUHEQ8805P,Patel Inc,Faris Mane,"H.No. 353, Tella, Anantapur 741426",2025-09-06,1213845.77
33PVFCK5757F9ZU,PVFCK5757F,Sani PLC,Arin Malhotra,"96, Sarma Circle, Muzaffarpur 775719",2015-07-03,7604936.49
32CLEZO9487M4ZJ,CLEZO9487M,Dani-Luthra,Rishi Chaudhary,"H.No. 950, Chaudhari Chowk, Bettiah 349705",2024-03-30,6799190.93
07TUAFV0647D4Z4,TUAFV0647D,"Shah, Deep and Sarkar",Yug Varma,"24, Dey Ganj, Kolhapur-452968",2015-10-20,17069548.20
29GCOAS1769B1ZC,GCOAS1769B,Balan-Das,Nirja Chacko,"H.No. 25, Karnik Chowk, Mangalore-509060",2025-07-02,2242729.45
09GJYTU8142N9ZG,GJYTU8142N,"Dayal, Andra and Goyal",Anamika Mann,"38/456, Acharya Circle, Bhopal 751984",2020-09-14,4016567.04
32BEJPU7148L1Z5,BEJPU7148L,Nair LLC,Yutika Setty,"31, Khanna Zila, Hyderabad-107794",2018-01-28,6172630.17
07LAEKR6024L4ZM,LAEKR6024L,Saha-Ravel,Naksh Dixit,"91/93, Pandya Chowk, Korba 016366",2025-11-30,24514085.46
27IOSSF2051N4ZH,IOSSF2051N,Konda LLC,Kalpit Dugal,"93, Dora Nagar, Raipur 711970",2025-05-10,1766227.06
33JCJFN2696A7ZH,JCJFN2696A,Agarwal-Mahajan,Jack Kar,"84/487, Khare Ganj, Chennai-479778",2022-01-17,27131508.57
27ZOOLX7194T4Z6,ZOOLX7194T,Parsa Ltd,Amruta Solanki,"H.No. 239, Yogi Path, Thanjavur 264881",2026-03-06,1741762.01
19YDRKQ8981G8Z0,YDRKQ8981G,Ramachandran and Sons,Warda Shankar,"126, Ramakrishnan Nagar, Gwalior 596962",2018-05-04,30054345.44
32OZGOZ2432H7ZB,OZGOZ2432H,Bhardwaj-Dash,Daksha Chana,"H.No. 51, Bava Ganj, Meerut-379511",2026-01-17,2979737.94
29CODLF5738S2ZV,CODLF5738S,Loyal-Parikh,Owen Sibal,"H.No. 62, Bhargava Path, Chittoor-702814",2018-07-11,1996864.41
09EAVZF4445T5ZF,EAVZF4445T,Bhandari Group,Harshil Soman,"99, Narang Ganj, Shimoga-018006",2014-10-02,2377881.80
06YWWNO5198J8ZW,YWWNO5198J,Shere-Ganguly,Mohammed Arora,"87/258, Murty Chowk, Ulhasnagar-961013",2026-01-03,26898949.27
29CBPWW7946Z2ZA,CBPWW7946Z,Chakraborty-Palla,Darpan Madan,"H.No. 225, Golla Street, Jalandhar-295092",2015-11-20,24366080.53
19PLHHW1016H9ZF,PLHHW1016H,Dalal LLC,Jairaj Samra,"H.No. 349, Kamdar Nagar, Dehradun-563725",2020-10-02,34699859.21
07ONTHA8211P8ZV,ONTHA8211P,"Kohli, Rana and Sem",Lakshmi Prakash,"25/91, Parmar Path, Amaravati-975238",2020-02-15,3694050.22
36XEDXQ4487H8ZR,XEDXQ4487H,"Halder, Bobal and Mutti",Dominic Setty,"33/719, Bobal, Kurnool-223663",2024-05-23,3776159.84
29UTSSL5497K4Z2,UTSSL5497K,Ranganathan-Bansal,Harsh Nath,"H.No. 99, Mann Ganj, Guntakal-119852",2018-10-26,35375047.07
29JQZRD1863U2Z1,JQZRD1863U,Rege-Bora,Samarth Krishna,"94, Vyas Zila, Thiruvananthapuram-898039",2020-01-08,4637820.00
24UPLTN9627B4Z5,UPLTN9627B,Lad-Aggarwal,Widisha Bhasin,"H.No. 798, Saran Nagar, Tiruvottiyur-405882",2022-04-11,818638.96
06BAGOT5114I3ZB,BAGOT5114I,Goel Inc,Sara Rastogi,"H.No. 204, Nazareth Ganj, Khora  745269",2015-07-08,21230002.73
06BYUOB2814C3Z6,BYUOB2814C,Muni Inc,Omkaar Doctor,"H.No. 91, Naik Chowk, Ghaziabad 467964",2019-07-26,1684404.74
24ZMIAB1800N3ZA,ZMIAB1800N,Magar PLC,Vanya Dada,"420, Sibal Zila, Tadipatri-178384",2018-12-26,3187422.98
27LQOKU1297U4Z3,LQOKU1297U,Toor and Sons,Ekaraj Tripathi,"46/623, Dar Street, Rajahmundry 696258",2017-07-14,16146940.68
27WIYMC1225Z2ZK,WIYMC1225Z,Patel Inc,Parth Sastry,"H.No. 65, Bajaj Nagar, Srikakulam 796327",2023-02-13,31367101.56
36EAVZD5995V1ZW,EAVZD5995V,Pau-Kashyap,Falguni Doctor,"H.No. 616, Rau Zila, Danapur-104998",2014-09-11,23076913.92
24WDFFK6372L6ZG,WDFFK6372L,Misra Inc,Ira Narang,"H.No. 144, Bobal Zila, Jalna 388080",2016-03-29,32727060.43
27DLLPY9697K6ZC,DLLPY9697K,"Khurana, Kari and Raman",Anjali Barad,"H.No. 32, Pau Road, Jamshedpur-542814",2025-09-16,3217404.84
29GHOXW1991A4ZA,GHOXW1991A,"Sarin, Sabharwal and Behl",Quincy Borah,"69, Ram Zila, Phusro 478652",2015-06-04,1134572.56
32HRUDX5644S8Z9,HRUDX5644S,Walla Inc,Indrajit Sachdev,"H.No. 334, Chada Street, Eluru-549048",2021-11-25,51964266.78
06FOYRN1089G8ZA,FOYRN1089G,Dutt-Sengupta,Jacob Chaudhary,"10, Hari Marg, Vijayanagaram-789961",2022-05-03,9765805.04
36GNWQX9803V1ZI,GNWQX9803V,"Dugar, Lal and Borde",Zashil Reddy,"24/21, Bala Chowk, Karawal Nagar 340311",2016-09-26,7791773.95
06RANFK6405V9Z5,RANFK6405V,Suri PLC,Amol Sahni,"551, Madan, Mahbubnagar 868760",2023-05-04,6809242.16
29QKBDF0435G7ZL,QKBDF0435G,Vohra PLC,Guneet Kunda,"78, Bora Street, Saharanpur 187031",2019-07-26,38708858.78
19UQTPQ2259G5ZS,UQTPQ2259G,"Kadakia, Mannan and Uppal",Vidhi Borra,"56/878, Prashad Nagar, Surendranagar Dudhrej-189850",2024-01-20,7069606.16
07SMIEI8471F2ZB,SMIEI8471F,Tandon and Sons,Ijaya Dubey,"H.No. 37, Seth Street, Ambarnath-467633",2023-07-21,10382624.99
24YOQGQ4383D7ZJ,YOQGQ4383D,Bath Ltd,Utkarsh Mohanty,"264, Iyengar Ganj, Sambalpur-798805",2025-12-09,44298123.08
06RGXNS6258D5ZB,RGXNS6258D,Kalita and Sons,Fariq Bassi,"52, Yogi Marg, Kanpur-746404",2019-07-01,10195070.42
29KTEZO9632U3ZL,KTEZO9632U,Pillai-Ravel,Mason Shah,"53, Loke Zila, Morbi 955185",2021-01-16,14927410.61
36WXXDM3871X2Z4,WXXDM3871X,Deol and Sons,Ekaja Wali,"H.No. 72, Sinha, Dehradun 899365",2025-08-23,14585572.19
07ABDII1174G9ZY,ABDII1174G,"Thaman, Sant and Thakur",Barkha Tara,"H.No. 898, Prabhu Zila, Madurai 789890",2019-01-20,10019900.31
29BGPKH2454D9ZH,BGPKH2454D,Tailor-Gole,Benjamin Sankar,"H.No. 85, Chaudhuri Ganj, Indore 704422",2021-01-20,914373.27
07NUJPG7828Q1ZF,NUJPG7828Q,"Nagar, Magar and Chauhan",Kamala Chowdhury,"H.No. 233, Karan, Siliguri-197127",2022-08-29,1875231.82
32NCEZY3306X8ZQ,NCEZY3306X,Dhar LLC,Kamala Chowdhury,"H.No. 56, Mallick Circle, Orai 553608",2024-07-19,2294446.58
06RPWDU5021D3Z1,RPWDU5021D,"Chandran, Dhar and Modi",Upasna Bera,"19/76, Goswami Marg, Ulhasnagar-718715",2021-08-23,1646773.09
24GYOUU9943P5ZV,GYOUU9943P,Sarraf and Sons,Pavani Rastogi,"84, Salvi Path, North Dumdum-188598",2021-04-17,6307096.22
29QWAFK3462C2ZZ,QWAFK3462C,Pradhan and Sons,Farhan Chada,"562, Kakar Road, Fatehpur 668460",2021-10-23,5526582.84
36MXXOD2635L2ZC,MXXOD2635L,Trivedi-Oak,Daksh Biswas,"82/99, Rege Zila, Rajpur Sonarpur-200370",2024-07-30,7525891.23
06IEVQG3946F7ZP,IEVQG3946F,Amble LLC,Balveer Brahmbhatt,"H.No. 602, Naik Zila, Rajahmundry-311852",2022-04-16,5903908.55
29AUOHY9915P1Z9,AUOHY9915P,Vora-Mitra,Anirudh Mutti,"69/729, Ganesh Nagar, Berhampore 435744",2026-03-07,2779761.99
36WNVVM4926G7Z0,WNVVM4926G,Badami and Sons,Anthony Jaggi,"39, Bedi Chowk, Ongole-080308",2025-12-22,1752520.43
24XLEYG4981J6ZB,XLEYG4981J,"Madan, Purohit and Bir",Gaurang Borde,"86, Sharaf Chowk, Akola-268067",2024-07-03,3032034.17
