seller_gstin,buyer_gstin,amount,date,goods_description,has_eway_bill
07ONTHA8211P8ZV,36VLZNB9706Y8Z5,161075.52,2020-03-20,Furniture sets,true
29CBPWW7946Z2ZA,06RGXNS6258D5ZB,838988.40,2020-04-05,Raw rubber sheets,true
27VMTID3305Z9Z1,27HMTFL8592A4ZD,19928.32,2020-04-09,Assembled pump units,true
36PPFOZ0403V7Z7,06WAFKG4621R2ZO,138317.16,2020-04-11,Furniture sets,true
29UTSSL5497K4Z2,29EEEDM1207Z5ZI,165779.12,2020-04-12,Packaged fittings,true
27VMTID3305Z9Z1,09EULJN4456L1ZL,33765.29,2020-04-17,Garment lots,true
27XCGLU6888M7Z9,07TUAFV0647D4Z4,2355697.00,2020-04-18,Bauxite,true
06HMMKP3107F5ZD,27ZXPIC6089I8ZK,253365.94,2020-05-03,Rubber gaskets,true
06HMMKP3107F5ZD,19YDRKQ8981G8Z0,438772.73,2020-05-19,Cotton yarn,true
07TUAFV0647D4Z4,36VLZNB9706Y8Z5,751286.88,2020-05-23,Kitchenware cartons,true
29UTSSL5497K4Z2,33ZBNHU0943P7ZR,296906.12,2020-05-30,Auto spare kits,true
09AREDJ3750L1ZR,36GNWQX9803V1ZI,208618.27,2020-05-31,Aluminium sheets,true
24SVGIC0584E3ZH,06WAFKG4621R2ZO,216949.60,2020-06-01,Aluminium sheets,true
29NHUTK5280X8ZT,36OCSNL9677X2ZE,56576.79,2020-06-11,Furniture sets,true
24QZZUH6664T7ZI,36FIYPN9843Q2Z7,114484.82,2020-06-12,Kitchenware cartons,true
27HMTFL8592A4ZD,27VMTID3305Z9Z1,43963.02,2020-06-14,Warranty replacement units,true
24QZZUH6664T7ZI,06WAFKG4621R2ZO,156104.47,2020-06-16,Auto spare kits,true
09AREDJ3750L1ZR,36VLZNB9706Y8Z5,73783.90,2020-06-18,Plywood panels,true
06RGXNS6258D5ZB,36VLZNB9706Y8Z5,389357.45,2020-06-21,Kitchenware cartons,true
07ONTHA8211P8ZV,24WDFFK6372L6ZG,109711.87,2020-06-23,Auto spare kits,true
09EAVZF4445T5ZF,27HMTFL8592A4ZD,42297.75,2020-06-29,Furniture sets,true
07ONTHA8211P8ZV,24WDFFK6372L6ZG,85967.90,2020-06-29,Packaged fittings,true
06RGXNS6258D5ZB,29EEEDM1207Z5ZI,362781.14,2020-06-29,Auto spare kits,true
29NHUTK5280X8ZT,24WDFFK6372L6ZG,35574.72,2020-07-08,Garment lots,true
24QZZUH6664T7ZI,06WAFKG4621R2ZO,167175.96,2020-07-17,Packaged fittings,true
32BEJPU7148L1Z5,07ONTHA8211P8ZV,214588.45,2020-07-25,Steel coils,true
29NHUTK5280X8ZT,06BAGOT5114I3ZB,84967.42,2020-07-26,Auto spare kits,true
06RGXNS6258D5ZB,29EEEDM1207Z5ZI,457987.39,2020-07-31,Kitchenware cartons,true
29CBPWW7946Z2ZA,06RGXNS6258D5ZB,876263.21,2020-08-08,Raw rubber sheets,true
06BYUOB2814C3Z6,36OCSNL9677X2ZE,66206.16,2020-08-11,Rubber gaskets,true
27LQOKU1297U4Z3,24WDFFK6372L6ZG,919742.74,2020-08-14,Furniture sets,true
27ALEPK7569U6ZG,33ZBNHU0943P7ZR,582980.31,2020-08-17,Assembled pump units,true
24QZZUH6664T7ZI,36FIYPN9843Q2Z7,104402.98,2020-08-19,Furniture sets,true
27VMTID3305Z9Z1,27HMTFL8592A4ZD,19194.70,2020-08-20,Packaged fittings,true
06RGXNS6258D5ZB,27HMTFL8592A4ZD,183657.56,2020-09-13,Garment lots,true
07TUAFV0647D4Z4,19YDRKQ8981G8Z0,676099.36,2020-09-14,Packaged fittings,true
06BYUOB2814C3Z6,29GHOXW1991A4ZA,53384.82,2020-10-21,Plywood panels,true
24XNQWD7385X3ZL,06FFMGW8098X2ZO,3458661.05,2020-11-01,Bauxite,true
36PPFOZ0403V7Z7,06BAGOT5114I3ZB,230529.79,2020-11-02,Garment lots,true
06FFMGW8098X2ZO,36OCSNL9677X2ZE,1022112.42,2020-11-19,Garment lots,false
29UTSSL5497K4Z2,24QZZUH6664T7ZI,7487655.57,2020-11-21,Packaged fittings,true
33VSKKT9786Y3ZG,09EULJN4456L1ZL,849513.09,2020-11-27,Assembled pump units,true
24XNQWD7385X3ZL,29QKBDF0435G7ZL,5708231.21,2020-12-01,Unprocessed timber,true
27LQOKU1297U4Z3,24WDFFK6372L6ZG,787804.07,2020-12-01,Furniture sets,true
24XNQWD7385X3ZL,06FFMGW8098X2ZO,3866471.96,2020-12-12,Crude polymer granules,true
27XCGLU6888M7Z9,06YLMRX1588B6ZF,2747566.98,2020-12-20,Raw rubber sheets,true
06RGXNS6258D5ZB,36VLZNB9706Y8Z5,350166.26,2020-12-28,Auto spare kits,false
29UTSSL5497K4Z2,19YDRKQ8981G8Z0,132966.85,2021-01-03,Kitchenware cartons,false
29GHOXW1991A4ZA,24WDFFK6372L6ZG,77508.72,2021-01-10,Kitchenware cartons,true
24SVGIC0584E3ZH,29EEEDM1207Z5ZI,187952.55,2021-01-18,Aluminium sheets,false
29KTEZO9632U3ZL,29EEEDM1207Z5ZI,585765.24,2021-01-30,Kitchenware cartons,true
29NHUTK5280X8ZT,24WDFFK6372L6ZG,33755.00,2021-01-31,Furniture sets,true
19PLHHW1016H9ZF,09EULJN4456L1ZL,533568.59,2021-01-31,Assembled pump units,false
29CODLF5738S2ZV,36VLZNB9706Y8Z5,32952.18,2021-02-02,Moulded plastic parts,true
27ALEPK7569U6ZG,36VLZNB9706Y8Z5,731474.20,2021-02-02,Packaged fittings,true
29CODLF5738S2ZV,36VLZNB9706Y8Z5,39555.29,2021-02-04,Aluminium sheets,true
29ZAFKS8325T5Z6,33PVFCK5757F9ZU,1097119.25,2021-02-07,Raw rubber sheets,true
29NHUTK5280X8ZT,36OCSNL9677X2ZE,47492.21,2021-02-08,Furniture sets,true
24QZZUH6664T7ZI,19YDRKQ8981G8Z0,224078.53,2021-02-19,Garment lots,true
19PLHHW1016H9ZF,33ZBNHU0943P7ZR,1454904.80,2021-02-20,Assembled pump units,true
09AREDJ3750L1ZR,24QZZUH6664T7ZI,123647.03,2021-02-22,Cotton yarn,true
29FKTQX9100V7ZB,09EULJN4456L1ZL,66729.17,2021-03-02,Kitchenware cartons,true
29GHOXW1991A4ZA,19YDRKQ8981G8Z0,44534.75,2021-03-07,Packaged fittings,true
09AREDJ3750L1ZR,36GNWQX9803V1ZI,189345.34,2021-03-11,Cotton yarn,true
09EAVZF4445T5ZF,06BAGOT5114I3ZB,141260.53,2021-03-11,Garment lots,false
27ALEPK7569U6ZG,36VLZNB9706Y8Z5,650576.89,2021-03-15,Kitchenware cartons,true
07ONTHA8211P8ZV,33ZBNHU0943P7ZR,158463.75,2021-03-17,Auto spare kits,true
06BYUOB2814C3Z6,06BAGOT5114I3ZB,38219.39,2021-03-24,Cotton yarn,true
24ZMIAB1800N3ZA,06WAFKG4621R2ZO,121688.40,2021-03-25,Moulded plastic parts,false
19UKDFQ9474N1ZH,09AREDJ3750L1ZR,660956.73,2021-03-29,Crude polymer granules,true
09AREDJ3750L1ZR,24QZZUH6664T7ZI,119553.33,2021-04-02,Rubber gaskets,false
06ZSOZA9116X9Z3,29KTEZO9632U3ZL,716831.31,2021-04-03,Rubber gaskets,true
29UTSSL5497K4Z2,06WAFKG4621R2ZO,119457.23,2021-04-20,Packaged fittings,true
07ONTHA8211P8ZV,24WDFFK6372L6ZG,102326.92,2021-05-03,Assembled pump units,true
19UKDFQ9474N1ZH,27ALEPK7569U6ZG,368957.72,2021-05-04,Iron ore,true
29UTSSL5497K4Z2,36EAVZD5995V1ZW,232645.30,2021-05-16,Assembled pump units,true
29CODLF5738S2ZV,29KTEZO9632U3ZL,74880.33,2021-05-18,Aluminium sheets,true
06RGXNS6258D5ZB,27HMTFL8592A4ZD,210434.73,2021-05-18,Garment lots,false
06HMMKP3107F5ZD,19CINWU1856P4ZV,378945.96,2021-05-19,Moulded plastic parts,true
29UTSSL5497K4Z2,19YDRKQ8981G8Z0,135207.37,2021-05-20,Furniture sets,true
29NHUTK5280X8ZT,29EEEDM1207Z5ZI,72092.88,2021-05-23,Auto spare kits,true
27VMTID3305Z9Z1,27JJWTQ8319K2ZQ,21285.29,2021-05-25,Assembled pump units,true
27VMTID3305Z9Z1,09EULJN4456L1ZL,32543.55,2021-05-31,Furniture sets,true
09AREDJ3750L1ZR,19PLHHW1016H9ZF,179787.78,2021-06-06,Aluminium sheets,true
09EAVZF4445T5ZF,27JJWTQ8319K2ZQ,104984.60,2021-06-06,Kitchenware cartons,true
36GNWQX9803V1ZI,27JJWTQ8319K2ZQ,496096.18,2021-06-06,Furniture sets,true
32BEJPU7148L1Z5,07ONTHA8211P8ZV,177538.66,2021-06-18,Plywood panels,true
33VSKKT9786Y3ZG,19YDRKQ8981G8Z0,1131164.47,2021-06-23,Auto spare kits,true
36PPFOZ0403V7Z7,06WAFKG4621R2ZO,118572.01,2021-06-25,Furniture sets,true
07ONTHA8211P8ZV,36VLZNB9706Y8Z5,148785.65,2021-07-01,Garment lots,true
27ZXPIC6089I8ZK,36FIYPN9843Q2Z7,673076.98,2021-07-03,Garment lots,true
24XNQWD7385X3ZL,06FFMGW8098X2ZO,4368102.68,2021-07-12,Raw cotton bales,true
36PPFOZ0403V7Z7,06WAFKG4621R2ZO,150763.13,2021-07-16,Garment lots,true
19UKDFQ9474N1ZH,29KTEZO9632U3ZL,307304.81,2021-07-19,Raw cotton bales,true
29KTEZO9632U3ZL,27HMTFL8592A4ZD,350730.64,2021-07-19,Auto spare kits,true
29ZAFKS8325T5Z6,33PVFCK5757F9ZU,962047.07,2021-07-23,Crude polymer granules,true
29CODLF5738S2ZV,29GHOXW1991A4ZA,86639.53,2021-07-23,Aluminium sheets,true
24QZZUH6664T7ZI,06BAGOT5114I3ZB,124412.00,2021-07-24,Garment lots,true
33VSKKT9786Y3ZG,09EULJN4456L1ZL,996630.61,2021-07-26,Packaged fittings,true
07TUAFV0647D4Z4,36FIYPN9843Q2Z7,702368.18,2021-07-27,Packaged fittings,true
29BGPKH2454D9ZH,09EULJN4456L1ZL,50460.20,2021-07-31,Aluminium sheets,true
29GHOXW1991A4ZA,24WDFFK6372L6ZG,97739.14,2021-07-31,Auto spare kits,true
06FFMGW8098X2ZO,19YDRKQ8981G8Z0,1761082.21,2021-08-05,Auto spare kits,true
24SVGIC0584E3ZH,29EEEDM1207Z5ZI,173594.90,2021-08-06,Rubber gaskets,true
19PLHHW1016H9ZF,27HMTFL8592A4ZD,636645.46,2021-08-09,Furniture sets,true
06HMMKP3107F5ZD,19PLHHW1016H9ZF,403314.26,2021-08-13,Plywood panels,true
29NHUTK5280X8ZT,36EAVZD5995V1ZW,55589.24,2021-08-13,Auto spare kits,true
29UTSSL5497K4Z2,27JJWTQ8319K2ZQ,159575.02,2021-08-16,Furniture sets,true
19UKDFQ9474N1ZH,07TUAFV0647D4Z4,582933.76,2021-08-18,Bauxite,true
19PLHHW1016H9ZF,36FIYPN9843Q2Z7,607638.20,2021-08-28,Auto spare kits,true
36GNWQX9803V1ZI,27JJWTQ8319K2ZQ,513614.97,2021-08-28,Kitchenware cartons,true
36GNWQX9803V1ZI,27JJWTQ8319K2ZQ,449143.56,2021-09-02,Assembled pump units,true
27ALEPK7569U6ZG,33ZBNHU0943P7ZR,504403.71,2021-09-08,Furniture sets,true
29UTSSL5497K4Z2,06WAFKG4621R2ZO,111038.32,2021-09-17,Assembled pump units,true
29CBPWW7946Z2ZA,24QZZUH6664T7ZI,1025046.52,2021-09-18,Unprocessed timber,true
06HMMKP3107F5ZD,19YDRKQ8981G8Z0,404604.55,2021-09-18,Steel coils,true
29FKTQX9100V7ZB,06WAFKG4621R2ZO,60820.80,2021-09-18,Kitchenware cartons,true
29CBPWW7946Z2ZA,06ZSOZA9116X9Z3,498858.98,2021-09-21,Bauxite,true
29UTSSL5497K4Z2,29EEEDM1207Z5ZI,131595.88,2021-09-22,Furniture sets,true
24SVGIC0584E3ZH,27JJWTQ8319K2ZQ,221227.86,2021-09-25,Aluminium sheets,true
24ZMIAB1800N3ZA,06FFMGW8098X2ZO,107002.65,2021-09-27,Moulded plastic parts,false
29FKTQX9100V7ZB,06WAFKG4621R2ZO,61520.08,2021-09-28,Auto spare kits,true
24HHIGA2305T5Z7,29EEEDM1207Z5ZI,37518.74,2021-09-30,Cotton yarn,true
29UTSSL5497K4Z2,29EEEDM1207Z5ZI,142493.14,2021-09-30,Auto spare kits,false
29BGPKH2454D9ZH,19YDRKQ8981G8Z0,47040.88,2021-10-13,Aluminium sheets,true
29BGPKH2454D9ZH,36FIYPN9843Q2Z7,24009.64,2021-10-15,Plywood panels,true
07TUAFV0647D4Z4,36FIYPN9843Q2Z7,709293.50,2021-10-24,Packaged fittings,false
06HMMKP3107F5ZD,19CINWU1856P4ZV,300276.41,2021-10-27,Rubber gaskets,true
19UKDFQ9474N1ZH,07TUAFV0647D4Z4,622559.11,2021-11-11,Unprocessed timber,true
09AREDJ3750L1ZR,19PLHHW1016H9ZF,179037.62,2021-11-15,Plywood panels,true
09GJYTU8142N9ZG,19CINWU1856P4ZV,231250.43,2021-11-20,Crude polymer granules,true
29GHOXW1991A4ZA,36EAVZD5995V1ZW,72560.16,2021-11-30,Packaged fittings,true
29CODLF5738S2ZV,29KTEZO9632U3ZL,83169.76,2021-12-04,Moulded plastic parts,false
09EAVZF4445T5ZF,09EULJN4456L1ZL,117504.18,2021-12-08,Packaged fittings,true
06BYUOB2814C3Z6,33VSKKT9786Y3ZG,45162.28,2021-12-10,Moulded plastic parts,true
29KTEZO9632U3ZL,06BAGOT5114I3ZB,423809.92,2021-12-10,Kitchenware cartons,false
06FFMGW8098X2ZO,36OCSNL9677X2ZE,1005839.57,2021-12-17,Garment lots,true
29BGPKH2454D9ZH,29FKTQX9100V7ZB,44089.94,2021-12-24,Moulded plastic parts,false
24QZZUH6664T7ZI,29UTSSL5497K4Z2,6812030.11,2021-12-27,Auto spare kits,true
19PLHHW1016H9ZF,06WAFKG4621R2ZO,1040773.91,2021-12-31,Furniture sets,true
19UKDFQ9474N1ZH,27ALEPK7569U6ZG,349509.73,2022-01-03,Iron ore,true
29FKTQX9100V7ZB,06BAGOT5114I3ZB,22089.48,2022-01-03,Auto spare kits,true
32HRUDX5644S8Z9,19PLHHW1016H9ZF,2740671.72,2022-01-09,Raw rubber sheets,true
24XNQWD7385X3ZL,06FFMGW8098X2ZO,4184157.68,2022-01-18,Unprocessed timber,true
33VSKKT9786Y3ZG,09EULJN4456L1ZL,985612.55,2022-01-20,Auto spare kits,true
33JCJFN2696A7ZH,07ABDII1174G9ZY,1574690.02,2022-01-23,Bauxite,true
19UKDFQ9474N1ZH,19ZJYJV7014C7ZU,320282.20,2022-01-24,Unprocessed timber,true
06HMMKP3107F5ZD,29KTEZO9632U3ZL,233783.73,2022-01-26,Rubber gaskets,true
24SVGIC0584E3ZH,29EEEDM1207Z5ZI,180141.52,2022-01-26,Plywood panels,true
29GHOXW1991A4ZA,19YDRKQ8981G8Z0,50749.65,2022-02-03,Auto spare kits,true
29FKTQX9100V7ZB,36FIYPN9843Q2Z7,51724.52,2022-02-04,Assembled pump units,true
06HMMKP3107F5ZD,29EEEDM1207Z5ZI,296104.07,2022-02-06,Moulded plastic parts,true
07TUAFV0647D4Z4,33ZBNHU0943P7ZR,490324.97,2022-02-17,Assembled pump units,false
07TUAFV0647D4Z4,19YDRKQ8981G8Z0,692306.09,2022-02-20,Assembled pump units,true
06RGXNS6258D5ZB,29EEEDM1207Z5ZI,349934.07,2022-02-21,Furniture sets,true
32HRUDX5644S8Z9,19PLHHW1016H9ZF,2785097.54,2022-03-02,Crude polymer granules,true
19PLHHW1016H9ZF,27JJWTQ8319K2ZQ,1096681.35,2022-03-03,Garment lots,true
33JCJFN2696A7ZH,07ABDII1174G9ZY,1614289.65,2022-03-04,Unprocessed timber,true
29ZAFKS8325T5Z6,27ALEPK7569U6ZG,704787.14,2022-03-09,Crude polymer granules,true
06ZSOZA9116X9Z3,06YLMRX1588B6ZF,414226.92,2022-03-10,Plywood panels,true
06FFMGW8098X2ZO,36EAVZD5995V1ZW,1485053.27,2022-03-14,Auto spare kits,true
19PLHHW1016H9ZF,27JJWTQ8319K2ZQ,1181980.27,2022-03-14,Auto spare kits,true
24SVGIC0584E3ZH,33GTKCX4322Y9ZI,221816.54,2022-03-23,Aluminium sheets,true
29NHUTK5280X8ZT,06BAGOT5114I3ZB,86010.44,2022-03-23,Furniture sets,true
19UKDFQ9474N1ZH,29KTEZO9632U3ZL,341486.06,2022-03-28,Iron ore,true
29NHUTK5280X8ZT,36OCSNL9677X2ZE,48872.57,2022-04-02,Furniture sets,true
07TUAFV0647D4Z4,33ZBNHU0943P7ZR,407063.01,2022-04-02,Assembled pump units,true
09GJYTU8142N9ZG,19CINWU1856P4ZV,225306.52,2022-04-03,Iron ore,true
07TUAFV0647D4Z4,33ZBNHU0943P7ZR,467983.22,2022-04-05,Auto spare kits,true
33JCJFN2696A7ZH,29UTSSL5497K4Z2,904116.58,2022-04-10,Raw cotton bales,true
33JCJFN2696A7ZH,32BEJPU7148L1Z5,2178509.35,2022-04-12,Bauxite,true
29BGPKH2454D9ZH,29FKTQX9100V7ZB,44916.55,2022-05-06,Aluminium sheets,false
32HRUDX5644S8Z9,27LQOKU1297U4Z3,3274146.43,2022-05-11,Crude polymer granules,true
09EAVZF4445T5ZF,27JJWTQ8319K2ZQ,120903.58,2022-05-12,Furniture sets,true
