gstin,pan,name,director_name,registered_address,registered_date,declared_turnover
19IUHWZ3041Q1ZT,IUHWZ3041Q,Sharma Inc,Janaki Jayaraman,"87/081, Natarajan Ganj, Nandyal-958688",2015-03-16,8595319.01
33FNBOY1088J5ZD,FNBOY1088J,Nair LLC,Chatresh Anne,"43/766, Kakar Road, Bally-245993",2017-06-30,15435297.37
27PAPOL1361W7ZI,PAPOL1361W,"Lal, Sharaf and Apte",Orinder Kala,"H.No. 11, Basak Circle, Jammu-613053",2015-04-22,58249984.41
07WGUKF3654K1ZC,WGUKF3654K,"Kar, Prasad and Gara",Zashil Sarraf,"13, Mody Circle, Danapur-878939",2026-04-04,11867122.17
27ALQRY4335A7ZT,ALQRY4335A,"Kanda, Jhaveri and Lala",Chakradhar Viswanathan,"11, Rajagopal, Howrah 555799",2024-12-04,14688384.70
09WROWA8135B7ZL,WROWA8135B,Swamy and Sons,Rohan Sagar,"33/23, Madan Marg, Uluberia 106538",2019-11-15,133964.14
24ZBZSS8032U5ZQ,ZBZSS8032U,Jaggi Group,Amara Reddy,"80/38, Sandal Marg, Gudivada 346092",2015-03-30,2781368.62
36UUQQG2459S3Z0,UUQQG2459S,Gole Ltd,Widisha Sangha,"868, Shan Ganj, Bareilly 592007",2022-03-23,21414665.60
33MJDDR0438F4ZM,MJDDR0438F,Sarkar PLC,Lipika Gopal,"61/837, Tailor Road, Ulhasnagar 396974",2014-12-28,424262.86
33CGQJG8587Q5ZE,CGQJG8587Q,"Patla, Bora and Pillai",Urishilla Chatterjee,"H.No. 21, Bera Circle, Siwan-850834",2022-09-10,6789970.33
32NCCSS9692B2ZU,NCCSS9692B,Sahota Inc,Girindra Tandon,"702, Tripathi Street, Karawal Nagar-055672",2026-01-03,978215.12
33QYHHF3642L9ZN,QYHHF3642L,"Chandran, Mittal and Viswanathan",Wyatt Krishnan,"H.No. 737, Ganesh Zila, Meerut 763508",2024-05-20,2492200.71
36NDTIS8038N7ZE,NDTIS8038N,"Sen, Chaudhari and Kala",Vasana Sen,"H.No. 34, Gara Road, Jamnagar-641875",2018-07-09,19138880.64
19PNDKH8683O3ZD,PNDKH8683O,Kar LLC,Aarnav Sengupta,"031, Pandey Nagar, Mumbai-396178",2024-02-02,18740931.05
32MFUDG6183P7ZE,MFUDG6183P,"Bhalla, Mander and Sibal",Azad Dar,"363, Choudhury Nagar, Kolhapur 442787",2023-06-11,13509921.39
09STXTL2716S1Z7,STXTL2716S,Radhakrishnan-Palla,Samuel Subramanian,"H.No. 60, Radhakrishnan Ganj, Phusro-507446",2021-12-01,1568565.56
07AYRHJ1605Y4ZC,AYRHJ1605Y,Raghavan-Baria,Darpan Cheema,"H.No. 53, Ahluwalia Marg, Nagaon-222343",2017-11-08,3795795.03
33CYBKL6728X5Z2,CYBKL6728X,Kaur-Pau,Abeer Purohit,"67/17, Tara Circle, Patiala-097138",2025-07-14,211120.72
06UFABH7635B8ZQ,UFABH7635B,"Sur, Konda and Mall",Leena Setty,"98, Kala, Kozhikode-744775",2020-02-13,21361139.88
36VJXFX5256I8ZE,VJXFX5256I,Anand-Kadakia,Bhavika Parikh,"43, Murthy Zila, Singrauli 740950",2025-10-06,7545467.34
32LFAMV3961P1ZT,LFAMV3961P,Gupta-Divan,Dalaja Vasa,"40/38, Dutt Road, Bally 624914",2024-07-08,535210.36
06HWAVD5244X8ZZ,HWAVD5244X,Nair-Acharya,Fitan Bhattacharyya,"89/625, Sawhney, Gandhinagar-218329",2019-10-02,28401127.20
07PODYZ4603M6ZX,PODYZ4603M,Goyal-Om,Nakul Padmanabhan,"H.No. 589, Oza Marg, Indore 162001",2014-11-04,1505759.42
09UMXBH0136I1ZK,UMXBH0136I,Gala PLC,Ishanvi Desai,"H.No. 842, Balasubramanian Ganj, Raichur 347656",2017-10-17,14015825.06
32IWGIT3580A7ZI,IWGIT3580A,Grewal LLC,Tara Kar,"H.No. 283, Wali Road, Gudivada 244743",2017-04-30,20082732.15
06WHFBT7138V8ZO,WHFBT7138V,"Lall, Narayanan and Dass",Samesh Sekhon,"H.No. 18, Ratta Circle, Jalgaon-390052",2022-01-11,10576977.06
19GDFAO4477L5ZD,GDFAO4477L,Dar-Patel,Garima Dasgupta,"56/55, Kothari Path, Raebareli 810769",2015-02-02,258234.86
19ZCKIM1740T5Z9,ZCKIM1740T,"Kari, Sathe and Sha",Raagini Sandhu,"H.No. 885, Amble Path, Nanded-367905",2024-12-14,19413839.66
07IFNYI4624S2Z0,IFNYI4624S,Om Ltd,Victor Arora,"20/291, Chopra Road, Guntakal 272374",2025-12-03,1332576.86
27FUYZX5997M9Z9,FUYZX5997M,"Hayre, Sampath and Soman",Rushil Modi,"H.No. 22, Naik Zila, Berhampur-569312",2017-03-06,6267728.27
32FKXGF5161U7ZW,FKXGF5161U,Savant LLC,Quincy Ray,"53/762, Tank Nagar, Thanjavur 029881",2016-07-10,21619929.80
09BZWBD2295V5Z5,BZWBD2295V,"Sundaram, Patla and Varma",Tristan Joshi,"07/74, Ravel Nagar, Bhusawal 169738",2023-08-23,1241695.96
06OGYZI7656C4Z9,OGYZI7656C,Malhotra-Tella,Sai Savant,"H.No. 35, Nagarajan Chowk, Dehri 961806",2017-09-19,140770.64
36IZRUT9849V8ZH,IZRUT9849V,"Muni, Wali and Garg",Yashasvi Nazareth,"91/886, Virk Chowk, Raurkela Industrial Township 576372",2016-12-28,12761991.73
32QGROW2964D7ZY,QGROW2964D,"Pandit, Narasimhan and Dixit",Alka Dalal,"83/34, Narayanan Path, Alappuzha-738799",2015-08-14,7375823.91
19HSBAL2419L3Z7,HSBAL2419L,"Bhat, Jhaveri and Puri",Thomas Chaudhari,"H.No. 579, Bera Chowk, Ongole-737684",2024-06-30,42271638.38
06LHVUH6081A8ZE,LHVUH6081A,Arora-Kannan,Orinder Babu,"19/898, Biswas Ganj, Cuttack 626549",2020-07-07,15238073.50
19QKLAE2036U1Z0,QKLAE2036U,Bajwa Inc,Ekta Rana,"H.No. 79, Ghosh Path, Hapur-081679",2017-07-19,5997094.41
06DLXEA2914D3Z8,DLXEA2914D,Kulkarni Ltd,Chakrika Raju,"77/53, Lata Circle, Barasat-794622",2016-06-06,3114760.58
33ZGGJT3452Z9ZM,ZGGJT3452Z,"Mangal, Shanker and Dada",Praneel Shere,"34/721, Puri Street, Gurgaon 336600",2016-10-20,1880260.28
09ZSHDF0759E6ZI,ZSHDF0759E,Sarma-Rajan,Edhitha Deshpande,"39/901, Raju, Satna 048609",2023-01-23,766401.38
19TWPDK1029Q9ZV,TWPDK1029Q,D’Alia Ltd,Maya Mahajan,"62, Acharya Road, Korba-333909",2017-09-10,786495.82
33JBMUU9826S9ZS,JBMUU9826S,Doctor Ltd,Aadhya Sundaram,"75, Cherian Chowk, Ludhiana 962003",2020-07-24,708160.39
27OJPJG5751Q9ZP,OJPJG5751Q,Narayanan LLC,Nikita Nair,"H.No. 759, Kuruvilla Zila, Kirari Suleman Nagar 707173",2024-05-28,12017111.04
32SQKAB9188W4ZM,SQKAB9188W,Majumdar PLC,Krishna Taneja,"196, Bhatti Ganj, Ajmer-834412",2019-04-13,6776875.78
19YYFRL9527I9Z9,YYFRL9527I,"Singhal, Ranganathan and Parsa",Yachana Korpal,"571, Muni Path, Eluru-669317",2025-09-23,12260747.08
29OGQPS9909G7Z6,OGQPS9909G,Sridhar-Bawa,Harrison Nigam,"28/64, Rai Road, Kharagpur 029384",2022-09-21,783661.20
32IVWPJ7376Q4Z0,IVWPJ7376Q,"Rattan, Mishra and Sehgal",Lopa Chhabra,"52/12, Loke Path, Mahbubnagar-872106",2015-04-19,10867042.37
29USGWX1989Q3ZZ,USGWX1989Q,"Contractor, Tandon and Nayar",Raagini Bumb,"50/382, Yogi Ganj, Tezpur-519489",2019-01-07,18646667.99
06TCADY7956Q6ZN,TCADY7956Q,"Borah, Sampath and Saran",Wakeeta Srivastava,"15/520, Sehgal Chowk, Pudukkottai 048662",2015-11-08,1906354.37
06PZWSF4746Y6ZT,PZWSF4746Y,"Halder, Bajwa and Kannan",Rayaan Keer,"H.No. 843, Shankar Street, Jhansi 329543",2018-12-02,20240282.74
07TYIMZ2284O4Z1,TYIMZ2284O,Prakash-Goel,Chanchal Chaudry,"H.No. 00, Pandit Zila, Kirari Suleman Nagar-845577",2025-06-02,758938.09
07RVTRH6884G5Z0,RVTRH6884G,"Loke, Mistry and Shetty",Mohini Hans,"61/41, Goswami, Ajmer-473751",2016-03-23,17499168.37
09ANVHT9019M7ZI,ANVHT9019M,"Tripathi, Natt and Magar",Hemal Grewal,"93, Parsa Circle, Nanded 174482",2026-01-08,6485953.81
33WIGQM6624A4ZE,WIGQM6624A,Chauhan and Sons,Chakradhar Sethi,"65, Cheema Nagar, Nandyal-282826",2022-09-15,2250082.34
07EXZJI7582N2ZA,EXZJI7582N,"Zacharia, Bala and Minhas",Bhavika Khanna,"79/525, Verma, Proddatur 308932",2019-12-29,2158098.50
27KIGNT5187B8ZG,KIGNT5187B,"Bumb, Tak and Karnik",Aarini Prakash,"H.No. 96, Raja Road, Kota-309726",2021-01-16,450166.83
33HDITW1676M3Z4,HDITW1676M,Doctor PLC,Ethan Pradhan,"043, Aurora Street, Bhusawal-519914",2025-08-26,14192894.87
19PMVLM8327E5Z6,PMVLM8327E,Kota LLC,Ati Radhakrishnan,"53/78, Srinivasan Nagar, Guntakal 375319",2014-09-24,11596893.31
19GDYON7009D6ZZ,GDYON7009D,"Chad, Andra and Saraf",Hemangini Shanker,"924, Butala Nagar, Ambattur-486351",2019-01-17,59055.12
36MXBMY1029U8ZP,MXBMY1029U,"Rama, Subramanian and Krish",Ishanvi Basak,"98/51, Dyal Street, Bhind-127537",2022-08-25,659512.53
09RCQLF1259I8Z5,RCQLF1259I,"Taneja, Khanna and Ghosh",Lila Suresh,"49, Dalal Zila, Aligarh-068883",2016-12-12,6377252.73
29SKRVJ6173V4ZX,SKRVJ6173V,"Naik, Gour and Dhar",Anamika Dutt,"61, Mane Nagar, Vadodara-828359",2024-08-26,12695467.92
27TJURT9166L6Z2,TJURT9166L,Chacko-Barad,Unni Oak,"10/123, Keer Nagar, Udaipur 085759",2019-08-13,28407296.83
09TODUT9604W4ZB,TODUT9604W,Vaidya Inc,Advika Bhattacharyya,"H.No. 64, Agate Chowk, Jorhat 718758",2020-10-23,9102883.06
33LBRVI3277G3Z7,LBRVI3277G,Memon-Singh,Vidhi Patla,"03/84, Soni Ganj, Dindigul-088150",2014-10-24,5480357.25
06FIJDU6845U1ZL,FIJDU6845U,Sawhney Ltd,Vasatika Krishna,"H.No. 77, Toor, Vadodara-740947",2024-12-20,578416.77
36IZJOL6320Q3ZB,IZJOL6320Q,Karan-Gulati,Radha Kashyap,"60, Bora Nagar, Kolkata-507125",2017-09-14,14157537.17
06QZKIZ8052V4ZB,QZKIZ8052V,"Patil, Char and Karnik",Samuel Dada,"78/36, Arora Ganj, Panihati-697269",2024-06-08,4579094.42
32CPIIR2191E8ZS,CPIIR2191E,"Parekh, Kapoor and Vaidya",Anita Bath,"H.No. 317, Keer Chowk, Gwalior-810678",2015-06-01,57288.29
09VZQHV7328Y1ZZ,VZQHV7328Y,"Iyer, Goyal and Bhakta",Neel Tripathi,"321, Garde Street, Singrauli 569545",2023-04-06,5954448.24
29PSKFW5982R2ZD,PSKFW5982R,Magar Inc,Saanvi Naik,"84/46, Parikh Ganj, Eluru-339442",2016-09-25,18522064.92
36SZLGV7596I4Z6,SZLGV7596I,Jha Ltd,Benjamin Maharaj,"37, Krish Path, Kalyan-Dombivli-678445",2022-12-03,18243699.63
33NATEQ8115E3ZJ,NATEQ8115E,"Jhaveri, Thaker and Srinivasan",Joshua Desai,"246, Panchal, Rampur-960469",2016-05-19,16716772.88
33XCSSC4135A8ZK,XCSSC4135A,Kadakia-Vaidya,Lila Kamdar,"22/631, Balasubramanian Chowk, Ahmedabad-980282",2020-11-27,8547506.54
07SYXAH7531U7Z5,SYXAH7531U,"Subramanian, Muni and Brahmbhatt",Lipika Thakkar,"59/001, Kadakia Street, Danapur-972774",2015-03-24,19713364.38
06ACCHB4863X4ZO,ACCHB4863X,Pandit Group,Nicholas Divan,"H.No. 712, Bajwa Ganj, Gulbarga-741750",2024-05-28,96463.02
29BGSVV1898Z3Z7,BGSVV1898Z,"Brahmbhatt, Krishnan and Vaidya",Tanay Venkataraman,"33, Chaudhuri Marg, Nagaon-476913",2015-02-20,4048301.81
32GOSPX3292M2ZW,GOSPX3292M,Wable-Joshi,Aarnav Srinivas,"H.No. 313, Chowdhury Street, Thoothukudi-246478",2017-10-23,3008979.93
29BBZMR8839K8ZH,BBZMR8839K,Amble-Barad,Aarna Kibe,"62/77, Sen Circle, Ongole 403122",2023-02-02,40246081.33
06YKRFQ3597C6ZT,YKRFQ3597C,Naik-Shere,Turvi Kaur,"H.No. 966, Balasubramanian Ganj, Morbi-456065",2015-09-02,24274994.40
27HBFIA8575S5ZG,HBFIA8575S,"Murty, Jani and Shenoy",Geetika Madan,"H.No. 25, Lala Path, Jalandhar 943336",2025-09-30,45082314.45
06XHRVN7187W9ZU,XHRVN7187W,Dixit Inc,Lajita Dass,"96, Guha Marg, Jamnagar 552185",2021-05-25,37605261.22
19HRJHS7152V1Z7,HRJHS7152V,"Seshadri, Palan and Balan",Aachal Trivedi,"H.No. 817, Subramanian Zila, Eluru 997407",2025-05-27,4071677.55
06ORLKO7981B5ZH,ORLKO7981B,Khatri-Rama,Bhanumati Sanghvi,"H.No. 83, Bera Nagar, Hindupur-649496",2021-10-23,19890938.16
33WTFZI6600C6ZZ,WTFZI6600C,Kalita-Ramaswamy,Yashodhara Chand,"48/47, Sanghvi, Aurangabad-556957",2025-02-03,25023874.80
09XYHYQ3319S4ZV,XYHYQ3319S,Parsa-Nagar,Netra Padmanabhan,"H.No. 22, Thaker Ganj, Guntakal 693424",2015-11-29,12375400.02
09VYEMT7269Q9ZW,VYEMT7269Q,Panchal-Seshadri,Panini Desai,"H.No. 06, Chanda Road, Latur-374904",2014-08-31,1347627.20
06MDGYD7733Z9ZP,MDGYD7733Z,Thakur-Kohli,Timothy Kala,"52, Brar Nagar, Anantapur-743505",2025-09-05,11293652.68
24ZYRVJ4232D6ZP,ZYRVJ4232D,Edwin Inc,Ekbal Baria,"19/25, Vig Zila, Jalgaon-348415",2026-03-23,17473752.63
24CIDIO5758R9Z7,CIDIO5758R,"Buch, Nair and Cherian",Lakshmi Natarajan,"57, Tailor Street, Allahabad-444575",2020-06-14,149437.03
19UGXTT3099I4ZU,UGXTT3099I,"Ramakrishnan, Majumdar and Saraf",Xavier Nazareth,"32/41, Sunder, Rohtak-603925",2020-06-04,1284236.53
29XYJKX3897M5ZE,XYJKX3897M,"Patla, Swaminathan and Shankar",Anya Varghese,"604, Kulkarni Ganj, Amritsar 471278",2025-10-18,28404893.36
29NTMTG8163E7ZA,NTMTG8163E,"Kunda, Aggarwal and Chakrabarti",Ikshita Samra,"H.No. 07, Panchal Circle, Rourkela-300589",2016-07-10,17157786.11
09QBEQX2899P9ZO,QBEQX2899P,Parekh Inc,Prisha Kadakia,"02, Baria, Tezpur-219101",2024-04-10,17314373.98
06CVXFG3882U5ZS,CVXFG3882U,"Patel, Bhatt and Kala",Onveer Mody,"24/647, Chana Zila, Madhyamgram-153908",2015-05-11,11216548.66
19FEHCB7123T8ZA,FEHCB7123T,"Behl, Luthra and Mann",Nisha Dey,"41/67, Dua Road, Solapur 048632",2018-08-28,10548188.92
27CIQZW0382F4ZQ,CIQZW0382F,Gupta and Sons,Kai Sunder,"67/952, Wali Path, Burhanpur 854473",2016-10-31,417628.43
29XDGKQ3707O2ZC,XDGKQ3707O,Bava-De,Chaitanya Saxena,"75/52, Raman Circle, Shivpuri 204863",2025-01-18,15371095.58
32WWIMI7860B5ZF,WWIMI7860B,Kar LLC,Jeet Ben,"H.No. 05, Sachdeva Marg, Latur 046943",2019-03-09,1358841.43
33OWLPG4031E7ZT,OWLPG4031E,Malhotra-Bail,Faras Vyas,"213, Contractor Zila, Uluberia-586028",2021-07-10,5110603.21
33HYAJW7045M8ZK,HYAJW7045M,Bhattacharyya-Mander,Aachal Cherian,"425, Mallick Nagar, Machilipatnam 743222",2020-08-11,20366479.67
33VBJEY5548J4ZJ,VBJEY5548J,Dar PLC,Rohan Gara,"76/783, Sem Road, Shivpuri 005596",2025-05-06,12922691.29
24UYREY0796E4ZQ,UYREY0796E,Chakrabarti Inc,Samar Bhat,"H.No. 153, Keer Path, Chittoor 567508",2025-12-19,21790074.11
27KSOLT0648C8ZY,KSOLT0648C,Bahl-Kadakia,Shivani Patel,"H.No. 75, Chakrabarti Path, Raipur 403438",2018-11-28,6000812.37
24CSSPJ0779H4ZI,CSSPJ0779H,Shan-Ravi,Indira Tak,"39/509, Singhal Path, Fatehpur-957026",2020-10-16,8531570.02
33BXMJS4966W9ZZ,BXMJS4966W,Raj Inc,Bhavika Kata,"60/604, Sani Nagar, Vadodara 256511",2016-05-10,27466512.99
24ZRJUO9619Q6ZN,ZRJUO9619Q,"Parmer, Randhawa and Savant",Aadi Shan,"H.No. 95, Mittal Street, Hosur-870053",2019-03-12,17929682.43
32RPIFF3859T4ZO,RPIFF3859T,Chaudhary Group,Kiaan Mane,"16/651, More Zila, Kozhikode-287185",2018-09-27,17385334.94
33FNENA4064U8ZK,FNENA4064U,Bhattacharyya-Jha,Anirudh Karnik,"218, Lal Chowk, Munger-091957",2026-02-14,15488291.31
07VZHRS6336Z9Z8,VZHRS6336Z,"Bhagat, Ghosh and Bedi",Balvan Ramachandran,"01, Saraf Chowk, Ludhiana 467057",2017-05-20,17121459.64
32VOYJU3505D4Z2,VOYJU3505D,Balakrishnan-Nadig,Tejas Pandey,"81, Murthy Path, Jammu-293301",2024-02-22,12986359.88
27NEOGJ8415X6ZK,NEOGJ8415X,Aggarwal Inc,Prisha Rana,"H.No. 361, Bahl Chowk, Adoni 437616",2018-02-24,515161.42
19USFBY1444L4ZR,USFBY1444L,Saxena Inc,Frado Aurora,"H.No. 70, Prabhakar Path, Ratlam 537500",2017-04-21,4030163.26
32SPVNI0603U6ZK,SPVNI0603U,Thaker PLC,Megha Mukhopadhyay,"19/93, Mahal Nagar, Bikaner 938572",2023-09-10,1754927.93
06ERIQI4260J2ZH,ERIQI4260J,Hora-Tata,Nandini Mukhopadhyay,"H.No. 991, Nagar Circle, Kottayam-805787",2024-11-15,20695993.31
33XLWNQ7140X1Z6,XLWNQ7140X,"Bala, Jha and Narayan",Xalak Kakar,"62/21, Butala Road, Rohtak 730647",2021-03-17,3856301.28
27BEWNG9281O2Z2,BEWNG9281O,Karnik Inc,Hemani Chander,"77/014, Mistry, Tumkur 013481",2023-09-03,15914277.78
27CGJFY4372Z4Z5,CGJFY4372Z,"Panchal, Kothari and Palla",Warda Sidhu,"H.No. 42, Chandran Street, Medininagar 321129",2022-05-06,9922428.47
32BQSBI4876Y5ZD,BQSBI4876Y,"Halder, Bose and Yogi",Januja Samra,"20/998, Ratta Ganj, Bangalore-474726",2017-11-08,4452853.67
06GAIQN3233E1Z8,GAIQN3233E,"Saran, Rastogi and Khalsa",Gautami Devan,"H.No. 54, Pandey Nagar, Gudivada 147842",2018-07-24,1627225.44
06RRURR2668U4ZJ,RRURR2668U,Narasimhan-Bassi,Gabriel Chaudry,"65/39, Bhakta Chowk, Gorakhpur-904067",2021-02-17,549639.53
24BOIGQ7552Q3ZV,BOIGQ7552Q,Saraf-Bhatia,Aarush Bora,"98, Panchal, Baranagar-142354",2019-04-21,11721926.17
33HIDDB1140K9Z9,HIDDB1140K,Dalal-Chauhan,Ojas Ghosh,"94/973, Madan Circle, Noida-811244",2020-09-13,3247677.66
33TIGMY4041Q2Z7,TIGMY4041Q,Hari PLC,Yash Kant,"32, Kade Ganj, Ratlam-033862",2023-03-24,10246163.57
09RNAEW8614F2ZJ,RNAEW8614F,Bansal-Contractor,Nandini Om,"285, Shenoy Street, Guntur-229579",2016-04-04,10077818.65
33OUIZV3222E3ZU,OUIZV3222E,Gopal Inc,Adya Puri,"17/72, Koshy Path, Udupi-531421",2019-03-10,7683689.40
27WPRGI7175B2ZR,WPRGI7175B,Mammen PLC,Rohan Walia,"H.No. 27, Kade Path, Jaipur-614298",2026-01-03,18895834.15
24CXKHK3377K1ZZ,CXKHK3377K,Bobal PLC,Chakradhar Sha,"H.No. 23, Bath Ganj, Gudivada-422952",2021-08-18,390773.57
33WVPLU5121B9ZH,WVPLU5121B,"Mody, Raju and Dey",Kai Narang,"H.No. 00, Prabhakar Ganj, Jamshedpur-540943",2024-08-10,998499.43
32PMDWG9509K6Z0,PMDWG9509K,Chopra LLC,Tara Korpal,"80/46, Kalla Circle, Karawal Nagar 852481",2019-10-23,466265.24
29DBJHV5560N1ZR,DBJHV5560N,Bansal-Wable,Idika Khatri,"H.No. 85, Gour Zila, Jehanabad 292053",2024-09-17,9964020.12
36CTLXM7507W1ZA,CTLXM7507W,Prasad Inc,Wahab Yohannan,"47/105, Loyal Zila, Ambattur-529017",2021-10-02,1136898.69
24GADPK9249H6ZO,GADPK9249H,Nayar-Ghosh,Neel Sankar,"58/803, Bahri Zila, Tezpur-957180",2017-06-06,6569152.39
33SLYER7185O7Z1,SLYER7185O,Wagle and Sons,Nicholas Sami,"35/09, Rao Road, Kota 596497",2022-11-06,4413116.61
07VEMXD0919K3ZY,VEMXD0919K,"Bassi, Mani and Walla",Rajeshri Deshpande,"10/668, Tripathi Circle, Shimla-633444",2015-08-30,1866150.78
19CPNBA8146O2Z1,CPNBA8146O,"Tripathi, Natarajan and Golla",Wyatt Gulati,"37/02, Sekhon Circle, Howrah-497367",2021-08-10,160636.42
27PQDKK0312S2Z3,PQDKK0312S,"Sachdeva, Gala and Dasgupta",Jonathan Bora,"H.No. 033, Srinivasan Nagar, Mango-464325",2016-04-03,15278570.28
24PCHMY1703S2ZV,PCHMY1703S,"Dewan, Choudhury and Setty",Andrew Bera,"51/171, Chandran Nagar, Farrukhabad-558707",2022-04-21,15057674.22
19YAURK0570U6ZK,YAURK0570U,Doctor Group,Rohan Sandhu,"34/51, Bal Marg, Indore-667368",2014-09-18,10463810.04
07AZUQQ0640Q5ZF,AZUQQ0640Q,Chatterjee-Natarajan,Edhitha Kale,"74/53, Natarajan Street, Warangal 477474",2019-03-01,8890926.24
09YHRLP2639P1Z9,YHRLP2639P,Dhawan-Ratta,Advay Kunda,"H.No. 18, Iyer Chowk, Ambala-387736",2020-08-25,1340158.20
33AQBKO8709G1ZV,AQBKO8709G,"Rajan, Sahota and Bains",Frederick Bahl,"99/198, Memon Circle, Sambalpur 165844",2018-11-21,7822340.26
27JSCUM4937H4ZU,JSCUM4937H,Seth Inc,Henry Bains,"41/088, Kota Zila, Gandhinagar 656460",2025-12-05,713445.05
09NXOPA1494B2ZH,NXOPA1494B,Bandi and Sons,Nathan Basu,"H.No. 00, Lanka Zila, Phagwara 497532",2024-12-24,10481082.99
29RQPOC6542F2ZC,RQPOC6542F,Pingle-Prabhakar,Anay Sachdeva,"H.No. 40, Samra Marg, Thoothukudi 596371",2023-02-06,4148161.90
09RRILU6622B7ZD,RRILU6622B,Halder Group,Frado Grover,"87, Menon Nagar, Ozhukarai-949437",2018-02-27,7203595.40
19WEUNR6693W3ZT,WEUNR6693W,"Parmar, Bassi and Chaudhry",Varsha Gandhi,"96/812, Bhalla Zila, Kolkata 636357",2015-09-18,6274071.71
29CIZPR4265B9Z6,CIZPR4265B,Bir PLC,Jai Sankaran,"16/358, Cherian Marg, Varanasi 214585",2017-03-21,14454502.65
36ZNLHT7092D1Z2,ZNLHT7092D,Dayal Inc,Wishi Issac,"34, Shukla Path, Indore-232864",2020-11-01,14907940.82
