gstin,pan,name,director_name,registered_address,registered_date,declared_turnover
36HCWYU3794P2ZC,HCWYU3794P,Agarwal-Sood,Hemangini Din,"87, Mall, Bhavnagar 037789",2014-11-29,1849069.05
06HBMSY1885G7ZU,HBMSY1885G,Bhargava Group,Manthan Wali,"H.No. 79, Chaudry Nagar, Dhule 089585",2025-07-29,824774.92
19MTNIC0871C8ZH,MTNIC0871C,Kakar PLC,Vedant Sha,"86/26, Kashyap Chowk, Aurangabad-459270",2014-11-01,1030660.17
19YVFXU6759P2ZU,YVFXU6759P,"Chakraborty, Srinivasan and Garde",Devika Dubey,"95, Dey Road, Mahbubnagar-712837",2019-03-07,3454151.43
32DSMKK5402L3ZA,DSMKK5402L,"Kanda, Kadakia and Master",Prisha Sawhney,"33/84, Ramaswamy Circle, Nagpur 601986",2023-07-07,11679199.81
32LEZIV9889F5ZU,LEZIV9889F,Mandal-Pal,Alka Ratta,"H.No. 611, Dave Circle, Vijayanagaram-688557",2019-01-02,4097313.86
19ZXHPO8928B5ZX,ZXHPO8928B,Sridhar PLC,Liam Bose,"19, Mani Street, Nellore 282014",2018-08-11,14544144.36
33BUQZU9585F8ZR,BUQZU9585F,Shenoy-Hayer,Mekhala Chopra,"785, Saini Path, Nanded-409548",2018-04-07,1068535.06
06NEVZN7309U1Z9,NEVZN7309U,Sathe PLC,Zaitra Malhotra,"H.No. 660, Sampath Zila, Jaunpur 411268",2021-10-14,15261007.02
27REVOI7954X3ZU,REVOI7954X,Majumdar LLC,Aadi Saran,"H.No. 727, Vyas Marg, Bharatpur 949391",2018-05-15,606657.74
24JNOKV8393Z2ZX,JNOKV8393Z,Sur-Sule,Janaki Ranganathan,"H.No. 412, Nagarajan Chowk, Agartala 385294",2022-04-25,2246455.36
09NKJLS4469E3Z5,NKJLS4469E,"Sagar, Kulkarni and Misra",Sai Mannan,"H.No. 45, Master Path, Sambalpur 906758",2024-08-13,2923121.42
27LKOEU9798X8ZH,LKOEU9798X,"Bhatia, Shah and Sama",Chaitaly Ghose,"53, Gupta Circle, Morena 189982",2018-03-02,19376408.36
32QFAVD4797G6ZQ,QFAVD4797G,"Chahal, Bahl and Pant",Mohammed Keer,"69/59, Peri Nagar, Fatehpur 997001",2020-09-13,1544549.94
27FCJBS5482O7ZH,FCJBS5482O,Basu and Sons,Ryan Sule,"04/51, Kapadia Ganj, Bidhannagar 812525",2019-05-11,13711203.87
07OYOWJ1126Q7Z6,OYOWJ1126Q,Kalita-Patel,Nitara Dhillon,"H.No. 540, Bava Ganj, Panvel-438100",2015-12-19,6104139.92
32PNXRQ3559J2ZD,PNXRQ3559J,"Oza, Nair and Krishnan",Yoshita Nagi,"885, Kadakia Nagar, Bhind 300545",2016-06-26,3407988.07
36ZXCGD4127X8ZC,ZXCGD4127X,Cherian-Maharaj,Shaurya Choudhary,"H.No. 156, Shukla Ganj, Bhagalpur-621948",2018-10-08,694005.78
19UTJXN8944J5ZT,UTJXN8944J,D’Alia-Varma,Chakradev Varughese,"657, Zachariah Ganj, Loni 223546",2021-11-23,16049757.87
19IHQUX1906V9ZS,IHQUX1906V,Parekh-Kohli,Janya Bhatnagar,"16, Kata Circle, New Delhi 356034",2017-02-19,594735.06
29NKHQG7731Y2ZY,NKHQG7731Y,Mand LLC,Ojasvi Bhandari,"H.No. 691, Bandi, Bhalswa Jahangir Pur-982759",2018-10-13,16424849.23
32XLLEH8058M1ZM,XLLEH8058M,"Pandey, Parmer and Dada",Falak Tella,"35, Naik Road, Agartala-829693",2016-12-09,71121493.71
33CFBFN3740R8ZF,CFBFN3740R,Maharaj-Chander,Unnati Pau,"61/57, Kamdar Zila, Ahmednagar 879235",2025-12-14,15011199.39
27ELFLN9358X2Z9,ELFLN9358X,Dara Ltd,Bhavya Raman,"68/294, Madan Path, Gorakhpur 982388",2026-04-05,3250770.65
32GUQDU0085K8Z6,GUQDU0085K,"Aurora, Baral and Bhavsar",Urmi Naidu,"H.No. 27, Deol Street, Cuttack 034817",2022-09-02,7782313.74
27GMOOH0054L4ZH,GMOOH0054L,Dugar Ltd,Manbir Kumar,"H.No. 11, Koshy Ganj, Bhimavaram 483981",2018-03-24,1175149.57
07OHGAN2194R9ZO,OHGAN2194R,Kakar-Dada,Kamala Raghavan,"93, Dar Circle, Jehanabad 720413",2015-03-12,1427447.49
32RSYLQ0223K2ZF,RSYLQ0223K,"Kari, Khosla and Apte",Kamya Saha,"20/10, Trivedi Marg, Pudukkottai 812016",2016-03-13,5555684.26
24OOCMR3493R1ZL,OOCMR3493R,"Jhaveri, Malhotra and Khare",Abhimanyu Kala,"61/169, Korpal Ganj, Amritsar-697369",2024-01-14,31131263.83
06NBWOU6069Z4Z2,NBWOU6069Z,"Tella, Bhatt and Mandal",Zansi Subramaniam,"H.No. 327, Chahal Marg, Dewas-921641",2026-06-01,24417361.10
36QZLLD9058Q6ZL,QZLLD9058Q,Agate LLC,Chandresh Raja,"944, Char, Agra 239301",2020-08-16,7420024.99
06VNWVT3594Y6ZF,VNWVT3594Y,Chakraborty Group,Reva Toor,"12, Reddy Circle, Motihari 656849",2016-07-01,2687423.73
36GTQFH1879F7ZB,GTQFH1879F,Ganguly-Koshy,Falan Som,"407, Padmanabhan Street, Bhalswa Jahangir Pur 108467",2024-06-20,1918288.32
09TJKVU9471I1ZZ,TJKVU9471I,Chada LLC,Omya Dani,"H.No. 68, Narang Street, Solapur-158428",2018-12-11,13472067.53
07PKLTP4272E4ZF,PKLTP4272E,Garde and Sons,Harish Varty,"31/96, Sundaram Circle, Gandhidham 500995",2020-06-25,2114850.86
36EXIRZ1251C9ZJ,EXIRZ1251C,Soni-Peri,Qadim Vaidya,"98, Morar Marg, Thiruvananthapuram-342849",2022-05-22,3152250.48
09DDLWM8819L7Z7,DDLWM8819L,Warrior-Krishnamurthy,Tejas Datta,"09, Narang Nagar, Bhind-967710",2022-07-22,21538167.86
19DHSRT3390D9ZH,DHSRT3390D,"Mand, Varty and Aurora",Ansh Chhabra,"11/82, Trivedi Marg, Pimpri-Chinchwad 736048",2014-11-24,3263227.16
33RDFAC6934H4Z0,RDFAC6934H,"Basu, Sheth and Atwal",Balveer Kapur,"H.No. 81, Kakar Chowk, Panvel-702783",2015-06-17,5043384.09
36UCSVH6973N7Z4,UCSVH6973N,"Thaman, Wagle and Pandya",Ayushman Shere,"H.No. 413, Gandhi Nagar, Latur 172258",2019-03-08,2095641.66
07ONCLJ9092D5ZF,ONCLJ9092D,"Chaudry, Lata and Wadhwa",Jairaj Sani,"16/71, Narain Marg, Jamalpur 268178",2016-11-10,19461629.58
33DHTXJ4991O4Z9,DHTXJ4991O,Comar LLC,Laban Kunda,"95, Srinivas Road, Sasaram 878807",2025-09-13,22422843.16
24TKQSP7128N9ZM,TKQSP7128N,Thakkar PLC,Samesh Hans,"H.No. 109, Mander Circle, Malda-104106",2019-01-03,910132.12
27PQKCF4072L1ZA,PQKCF4072L,"Brahmbhatt, Natarajan and Misra",Urishilla Wason,"H.No. 525, Sundaram Ganj, Anantapuram 436168",2019-10-31,6152519.32
27KINDQ3546Y6ZH,KINDQ3546Y,"Madan, Nagar and Muni",Lohit Narayan,"H.No. 166, Buch Circle, Ichalkaranji 298258",2021-06-23,830203.39
09ASFZG5181A8ZO,ASFZG5181A,Bains-Lalla,Simon Manne,"501, Lall Marg, Bettiah 520429",2022-07-24,18008401.40
29XBXTV9567L1ZW,XBXTV9567L,Sethi and Sons,Ati Sem,"04/146, Vyas Street, Dharmavaram-267789",2021-08-18,9322983.08
29GHHZJ2849M7ZD,GHHZJ2849M,Karnik Ltd,Yashoda Lata,"H.No. 792, Basak, Kottayam 111895",2017-01-08,4194713.80
36KZQIO0967W9ZY,KZQIO0967W,Banik and Sons,Lipika Buch,"16/39, Bhardwaj Road, Pallavaram 476277",2024-02-07,5706919.41
32CQFMQ1007G1ZZ,CQFMQ1007G,"Raman, Mody and Kibe",Ikbal Upadhyay,"35/927, Dhingra Nagar, Pondicherry-230553",2021-12-30,16442736.28
09BWUUH8264Q3ZN,BWUUH8264Q,"Majumdar, Saha and Vig",Yatan Doctor,"H.No. 510, Menon Circle, Kumbakonam 248739",2025-04-27,23871125.51
27ZUQVU8530O4ZJ,ZUQVU8530O,Deshmukh-Acharya,David Dave,"H.No. 030, Saxena, Suryapet 502815",2025-01-26,331730.53
32PEFUL8148N2ZP,PEFUL8148N,Bassi Ltd,Gopal Pandit,"H.No. 40, Sharaf Marg, Berhampur-969870",2025-06-02,19414974.96
06WKSTU9888E9Z5,WKSTU9888E,Pai-Lata,Qarin Sule,"30, Dutta Ganj, Karaikudi-868217",2023-03-16,18672602.15
09JRYHP9547Z8Z0,JRYHP9547Z,Kata Inc,Ayushman Parmer,"37, Kunda Road, Gandhidham 122310",2015-08-24,3295941.30
27SZGGX2401A8ZI,SZGGX2401A,Rao-Chaudhari,Luke Som,"60/759, Rout Path, Nangloi Jat 022000",2017-06-09,14862663.66
06QCKYJ4781C3ZE,QCKYJ4781C,Rana LLC,Gopal Vyas,"29, Kohli Road, Muzaffarnagar-390572",2025-07-10,2520902.28
29QTIKV4880E2ZN,QTIKV4880E,Bala Inc,Amruta Sha,"H.No. 446, Sachdeva Marg, Raiganj 155826",2017-01-02,411082.38
07AJTBF9825V5ZM,AJTBF9825V,"Bains, Chawla and Singh",Charvi Magar,"H.No. 093, Bhatnagar Street, Kolhapur-721717",2015-09-29,2510900.39
29BDNIG8552B5ZS,BDNIG8552B,Edwin and Sons,Raagini Seth,"H.No. 06, Narayan Circle, Sikar-603175",2018-07-25,817268.36
06AIDIZ6288E8ZO,AIDIZ6288E,"Modi, Manne and Kaul",Viraj Pandit,"H.No. 06, Muni Circle, Mathura 939969",2015-11-12,9258512.09
27DSOCO9299B9Z7,DSOCO9299B,Raj Group,Udyati Bandi,"610, Rastogi Circle, Mumbai-568629",2021-08-10,9108741.36
06MYCTQ0791N3ZF,MYCTQ0791N,Pal Ltd,Andrew Dutt,"08/358, Bandi Road, Bettiah 414085",2018-08-21,2751387.01
32HZYTI1836V3Z2,HZYTI1836V,Yadav-Sachdeva,Samuel Khosla,"202, Guha Street, Gaya 922610",2018-06-23,1374004.43
19LHQIY6848H2Z2,LHQIY6848H,Choudhury LLC,Sai Hans,"H.No. 478, Hora Circle, Bhilai 799476",2017-06-24,19944361.29
29GFIQV7395E9Z3,GFIQV7395E,Dubey LLC,Yashodhara Prabhu,"H.No. 316, Sarraf Road, Ramagundam 537030",2015-09-28,22304249.29
36ASOLR6502W9Z2,ASOLR6502W,Seshadri Inc,Wriddhish Bail,"87/877, Karpe Zila, Vadodara-669650",2024-03-19,1125750.75
19KIBNO2339N5ZT,KIBNO2339N,Kunda LLC,Jagvi Atwal,"83/75, Gandhi Zila, New Delhi 539309",2014-12-09,12061696.49
27ZGFBR1868U4ZV,ZGFBR1868U,Dugar-Chaudry,Jack Misra,"H.No. 772, Mishra Circle, Mahbubnagar 092982",2023-04-01,3574155.35
33LQJHM3744S2Z9,LQJHM3744S,Guha and Sons,Aarna Virk,"75/92, Bora Zila, Allahabad-901839",2025-11-14,22509944.48
33PIIUV6075T1ZU,PIIUV6075T,Dutta and Sons,Hemani Pai,"56, Nagarajan Ganj, Bokaro 159061",2020-07-21,57543480.16
33ZMJWL1830Y5ZG,ZMJWL1830Y,"Singh, Rau and Mody",Devansh Gara,"14, Dave, Shahjahanpur 826924",2018-03-07,18119693.29
06AABCI8745C6ZM,AABCI8745C,Gopal-Nigam,Harini Char,"H.No. 87, Lalla Path, Panvel-133748",2020-11-10,18133133.58
27ZWADP3446W2Z9,ZWADP3446W,Mane-Bhagat,Yash Kuruvilla,"H.No. 358, Buch Street, Amravati-533535",2024-12-11,25207989.71
07FFINO8392J7ZL,FFINO8392J,"Nath, Tandon and Viswanathan",Ansh Nigam,"H.No. 18, Dugar Circle, Pudukkottai-194356",2015-07-03,3030932.11
19YVAHD7594S1ZE,YVAHD7594S,Shetty-Nayak,Vedika Dalal,"86, Khosla Nagar, Bihar Sharif 648071",2024-06-29,11377839.07
09HNSHS9691M4ZQ,HNSHS9691M,Banik-Dhawan,Anthony Deo,"574, Deep Zila, Siwan 117927",2019-12-06,14684313.26
24WJWAU2568M1ZM,WJWAU2568M,"Dayal, Kota and Prabhu",Qushi Kakar,"55/92, Tripathi Chowk, Nashik 532971",2018-06-30,25279938.66
09RHVLR4068C6Z2,RHVLR4068C,Nori-Issac,Fariq Dara,"844, Chanda, Mumbai-649551",2022-04-15,10954954.57
29ARDGE0223X7Z9,ARDGE0223X,"Bajaj, Krish and Nath",Hiral Dass,"H.No. 981, Upadhyay Street, Indore 869450",2023-01-19,159055.57
06LXXYK7318V9ZH,LXXYK7318V,"Dasgupta, Hans and Kade",Bhavani Modi,"79/67, Narula Road, Navi Mumbai-983487",2024-08-09,19755608.49
07WSVSJ7622I6ZN,WSVSJ7622I,Kala Ltd,Zinal Joshi,"H.No. 982, Sandal Ganj, Vijayanagaram 047431",2015-01-18,17661785.89
27QZYXN4653X8Z2,QZYXN4653X,Kibe Ltd,Megha Pandya,"75/00, Kunda Marg, Raurkela Industrial Township-852221",2022-12-02,12879220.76
27OROOD3001N5Z2,OROOD3001N,"Srinivas, Rau and Bhattacharyya",Adweta Dugar,"55/85, Choudhury Ganj, Mira-Bhayandar 041422",2018-08-30,30123807.20
27OLDFD3653T7ZA,OLDFD3653T,Kala-Sankaran,Chanchal Zacharia,"070, Ganesh Zila, Bhind-416367",2024-09-08,17887360.90
33PFRJA9409E4ZA,PFRJA9409E,"Kale, Dar and Chada",Aarav Dara,"43/83, Hegde Path, Srinagar 256046",2016-08-01,16553586.64
27ZQPZK9211L9Z0,ZQPZK9211L,"Apte, Kalla and Nadkarni",Jagat Iyengar,"055, Chada, Mira-Bhayandar-022996",2025-05-02,3436333.94
32LLPNK6357F1ZM,LLPNK6357F,"Deshpande, Rattan and Gole",Frederick Kothari,"62/76, Ganguly Ganj, Aurangabad 407898",2016-04-09,6245421.27
09CFAYF7149E3ZL,CFAYF7149E,Dhawan Ltd,Harish Issac,"80, Saini Ganj, Kavali 753779",2026-02-12,9429942.06
29YYRST2855R5ZW,YYRST2855R,"Nadig, Parikh and Bala",Thomas Dhar,"H.No. 82, Sha Street, Sambhal 416062",2015-12-29,1452111.06
07BRRBC3374W7ZI,BRRBC3374W,Sarna LLC,Chanakya Gandhi,"H.No. 323, Borah Road, Tinsukia 342026",2016-09-26,151997.05
33GKREY1319M6ZK,GKREY1319M,"Mitter, Kunda and Sarin",Yashasvi Kanda,"975, Hora Marg, Sultan Pur Majra 242795",2022-07-08,2722094.50
24MQAKY3341R5ZX,MQAKY3341R,Malhotra-Sidhu,Ikbal Brar,"H.No. 030, Savant Marg, Tirupati-469402",2023-05-19,22109697.30
36KJPDS9803M4Z4,KJPDS9803M,Mohan-Radhakrishnan,Priya Venkataraman,"36, Ramaswamy Chowk, Ahmedabad-443950",2015-11-26,780078.77
29CPBVE3020H8Z4,CPBVE3020H,Bali-Saxena,Udant Rana,"29/78, Taneja Ganj, Dibrugarh 445100",2020-03-01,17153737.09
32VTFOS2353N6ZQ,VTFOS2353N,"Bhatia, Rau and Prashad",Balvan Apte,"69/33, Narula Road, Buxar-602837",2016-07-21,5188783.65
33WZKZU3297C2ZC,WZKZU3297C,Murthy-Deshmukh,Dipta Chaudhary,"H.No. 247, Barad Path, Nellore 202801",2017-04-10,5900017.92
24YUQIJ9120Y5ZE,YUQIJ9120Y,Khanna-Palan,Eta Bhargava,"04/97, Muni, Kollam-007100",2018-04-12,5578799.15
07URLED8219Q1ZW,URLED8219Q,Sanghvi-Mahajan,Fiyaz Talwar,"H.No. 25, Shan Circle, Muzaffarpur-976122",2024-03-05,20343501.99
32AQDSG3896J7ZS,AQDSG3896J,"Dua, Bhattacharyya and Mitra",Yashica Mukherjee,"34, Samra Ganj, Sri Ganganagar-656867",2018-01-03,5112114.68
32URHJQ7334Q9Z2,URHJQ7334Q,Mukherjee and Sons,Warinder Bail,"064, Peri Ganj, Meerut 525651",2019-05-01,1509389.19
19IOZIG1233M1ZT,IOZIG1233M,Sahota Ltd,Jagdish Majumdar,"84, Datta, Junagadh-231094",2023-06-11,11789067.92
24LTMQZ5222D2ZU,LTMQZ5222D,Shanker PLC,Rishi Sangha,"H.No. 749, Hegde Chowk, Machilipatnam 667906",2016-09-06,7666196.70
07PYSKL8531U5Z2,PYSKL8531U,Yohannan-Viswanathan,Irya Basu,"62/69, Bhakta Nagar, Faridabad 334561",2020-09-23,58511610.33
36WNJJT8742B8ZZ,WNJJT8742B,"Deep, Deshmukh and Bhavsar",Vrinda Dora,"H.No. 33, Rastogi Ganj, Bangalore-471416",2024-10-05,1316433.74
27YYMOY9993D6Z0,YYMOY9993D,"Sule, Comar and Anand",Irya Bahl,"H.No. 126, Salvi Chowk, Dehri-568098",2024-03-09,1419802.19
07GVLUW1525M9ZX,GVLUW1525M,"Doshi, Varkey and Sawhney",Oeshi Samra,"72/43, Sagar Marg, Coimbatore 171232",2024-11-15,8519098.59
29GHUNF0559R3Z3,GHUNF0559R,Panchal Inc,George Pillay,"74/46, Raghavan Circle, Berhampur 610732",2025-06-23,16390664.90
33FRRNT1319T3ZQ,FRRNT1319T,"Atwal, Bali and Joshi",William Rout,"H.No. 89, Virk Chowk, Lucknow-207187",2020-04-18,15247932.11
32XXWID9341O7ZQ,XXWID9341O,Nair-Dewan,Pahal Om,"15/721, Bajaj Path, Surat 121400",2025-02-20,724063.48
19POSWT5505H9ZO,POSWT5505H,Verma-Ravel,Umang Seshadri,"65/574, Om Zila, Mahbubnagar 908811",2018-04-18,23136018.09
36BMFHO5940F2ZF,BMFHO5940F,"Dua, Chandran and Khosla",David Ramanathan,"91, Kurian Ganj, Mira-Bhayandar 764739",2026-06-06,34344949.35
36AENZS8446J8ZE,AENZS8446J,Sami Inc,Umang Dhillon,"44/66, Wadhwa Chowk, Hapur-189039",2016-10-09,6262305.12
32UYRYZ7752V6ZS,UYRYZ7752V,"Tara, Lal and Shere",Nitesh Iyengar,"H.No. 17, Deshmukh Circle, Alappuzha 887485",2016-06-26,6297152.64
06SDCNK1030N5ZJ,SDCNK1030N,"Prabhakar, Joshi and Mandal",Vanya Nayak,"68/471, Deo Nagar, Chittoor-796405",2022-04-15,2846492.70
07VMDNQ6463M6Z9,VMDNQ6463M,Walia-Nair,Ishwar Rama,"02/645, Sharma Path, Hindupur 369779",2018-01-14,8462337.40
33BOZAH6178Z8ZX,BOZAH6178Z,Morar and Sons,Timothy Trivedi,"H.No. 013, Narasimhan Path, Vijayanagaram-981891",2023-08-05,1316056.00
32JULDA0806M7ZG,JULDA0806M,Prakash-Vohra,Rishi Pandey,"09/571, Chokshi Zila, Kollam 122308",2024-09-19,1848268.18
09INXAF8375K2Z6,INXAF8375K,"Mital, Rana and Pai",Arjun Kumar,"107, Pandya Nagar, Kishanganj 857832",2020-03-04,238750.33
09GVUGC2028A1ZM,GVUGC2028A,Vohra-Nazareth,Xavier Karpe,"H.No. 83, Palla Nagar, Rourkela 786459",2026-02-17,1645351.37
07ITPSJ4385A7Z2,ITPSJ4385A,Memon-Sani,Jeremiah Garg,"87/002, Natarajan Nagar, Bokaro 965194",2019-07-25,10511798.82
29LFKQZ7813G3Z5,LFKQZ7813G,"Kibe, Sane and Tara",Bina Bassi,"00, Atwal Street, Loni-399736",2020-09-10,2476740.46
19KWQXJ6573Z5ZV,KWQXJ6573Z,"Sawhney, Madan and Brar",Triveni Chaudhuri,"H.No. 495, Mukherjee Nagar, Surendranagar Dudhrej 026599",2020-05-23,9002317.23
19JGIHA5030N3ZQ,JGIHA5030N,Bhatt-Vaidya,Tristan Bansal,"31, Bhavsar Nagar, Hosur 716566",2021-01-15,13371743.49
29XNDIP9168I4Z3,XNDIP9168I,Madan PLC,Ekiya Cherian,"30/30, Tata, Varanasi 082474",2023-06-08,3752831.38
24GNCGA7497G8ZP,GNCGA7497G,Wadhwa-Swamy,Saanvi Khurana,"49, Oak Marg, Bhavnagar 397265",2020-08-09,25678613.49
07LBKUM8626T5Z2,LBKUM8626T,"Bhatti, Manda and Raja",Yutika Borra,"42/496, Kant Nagar, Buxar 129647",2025-01-24,6516600.67
19CZTRE2127E4Z0,CZTRE2127E,"Lall, Rao and Ramesh",Jyoti Patil,"498, Thaman, Khora -074860",2016-02-20,3534581.99
07JUUDM8979S8ZM,JUUDM8979S,"Madan, Balakrishnan and Sengupta",Chaaya Savant,"H.No. 28, Bora Path, Guwahati-520504",2017-01-13,48009711.00
32UNUON8481L9Z3,UNUON8481L,"Krish, Sengupta and Nazareth",Ekbal Apte,"51/40, Gade Marg, Panvel 296164",2020-11-10,4092054.46
27NBTYE8724G5ZF,NBTYE8724G,Srinivasan Inc,Sachi Anand,"36/270, Hegde Zila, Muzaffarnagar-202981",2020-04-05,14793823.34
09ECLYC7150C7ZP,ECLYC7150C,Randhawa-Walla,Sudiksha Bora,"498, Kaur Zila, Hajipur-150018",2015-10-02,1207381.34
09GERAB3813N5ZV,GERAB3813N,Shanker-Hari,Ishani Kurian,"H.No. 08, Rama Chowk, Bhavnagar-161426",2022-01-28,31950803.38
29LKWEM9651E2ZU,LKWEM9651E,Issac Inc,Umang Sarkar,"H.No. 25, Choudhry Road, Gandhidham-589359",2016-08-07,6304257.44
24JYAAN8669X6ZR,JYAAN8669X,"Mand, Chopra and Pingle",Fitan Behl,"771, Gupta Zila, Bhusawal-727125",2017-12-01,3147071.76
27VOTTF9088D4ZZ,VOTTF9088D,"Bhakta, Gade and Lata",Utkarsh Chaudhuri,"H.No. 608, Raja Street, Vijayanagaram 803781",2024-05-09,12398680.66
33DGIEE5764P3Z0,DGIEE5764P,"Bali, Contractor and Nagar",Rushil Varkey,"90/744, Malhotra Ganj, Allahabad 629506",2023-03-13,15419912.48
06INNOV8757C5ZW,INNOV8757C,Bhavsar Ltd,Ridhi Sen,"79, Ganguly Street, Buxar 154678",2018-03-06,1714339.08
36LCZOR2260Q9ZU,LCZOR2260Q,Bhat LLC,Kamya Ganesan,"H.No. 14, Bahri Ganj, Cuttack 815135",2017-06-18,10345164.21
06KWSOM6847C7ZQ,KWSOM6847C,Borah LLC,Lavanya Varma,"H.No. 758, Kannan Ganj, Coimbatore 726246",2025-08-11,4767319.25
24KKDRM8984U5Z9,KKDRM8984U,"Shere, Edwin and Ravi",Jagrati Chakrabarti,"96/821, Narula Circle, Alwar 258312",2020-05-13,13892244.89
36KTRUD3697O4ZC,KTRUD3697O,Sastry Group,Sai Kata,"81, Saha Circle, Bareilly 116566",2024-10-30,1282626.58
19KYQIN9798D9ZO,KYQIN9798D,Kumar-Dara,Banjeet Lalla,"02/028, Chander Circle, Gopalpur 796391",2016-02-03,774952.25
33IWBSK7111Y2ZY,IWBSK7111Y,Baria and Sons,Naksh Thaman,"H.No. 623, Bakshi Chowk, Jamnagar-327007",2015-08-24,5439731.80
19LWLAY4402W6Z3,LWLAY4402W,"Rama, Cherian and Dhillon",Patrick Wable,"32/605, Hari Path, Tumkur 891246",2026-06-01,14487212.83
33PRHFI9856H1ZZ,PRHFI9856H,Patil Inc,Hemal Natarajan,"H.No. 788, Nayar Circle, Ramgarh-353264",2016-10-11,7335354.85
33QZMJW5964N9Z2,QZMJW5964N,Dave-Sunder,Samesh Konda,"H.No. 43, Rai Path, Dewas-432463",2016-02-09,33163673.57
29MKDTI3671J9Z3,MKDTI3671J,Sami Inc,Yash Saini,"68/148, Bora, Muzaffarnagar 545574",2026-01-22,31379985.53
07ROICN7113A5ZL,ROICN7113A,"Dada, Agate and Tank",Abha Nagar,"H.No. 522, Doctor Chowk, Jehanabad-722958",2021-11-16,9228856.87
32AVFMU5995C1ZE,AVFMU5995C,"Chahal, Lal and Chandra",Chandresh Dixit,"19/57, Chawla, Rampur 078310",2017-11-16,1232082.68
09RPOZC6566C5Z6,RPOZC6566C,"Gera, Bedi and Nanda",Siddharth Bains,"18, Divan Chowk, Kolkata 043313",2023-11-24,12881138.56
36AHBUS7920R8ZA,AHBUS7920R,Sethi-Sridhar,Gagan Venkataraman,"905, Nazareth Ganj, Bhiwani-865934",2018-01-29,3345621.02
