seller_gstin,buyer_gstin,amount,date,goods_description,has_eway_bill
27NQRVF9575C6ZQ,19OBTEF3380C5ZG,254107.85,2018-01-21,Kitchenware cartons,true
07DVBPW1637L5Z1,19TFGHU7741B8ZG,74497.89,2018-01-22,Moulded plastic parts,true
27ESEGE0624L2ZG,06KBZCR3504Y5ZI,78525.38,2018-01-23,Garment lots,true
36XUXAI4189N6ZK,27WDPVD4784M1ZW,542601.19,2018-01-24,Packaged fittings,true
33GNMWC3459C8ZR,09CUUFZ5029I9Z1,2048563.66,2018-01-28,Bauxite,true
19VLESR2232N4ZG,32HPKDX0165L1ZV,41015.62,2018-01-29,Aluminium sheets,true
33GNMWC3459C8ZR,33WQVSF7827J6Z4,2536144.65,2018-01-30,Bauxite,true
32HPKDX0165L1ZV,09RRTEI5707U5ZD,230368.39,2018-01-30,Furniture sets,true
32DILIY3610L2Z5,32PAWKZ8902F4ZN,192981.41,2018-02-01,Auto spare kits,true
32XECHK8217U2ZJ,27PPCGL5684J3ZM,682890.27,2018-02-02,Unprocessed timber,true
19RQJBT1395Z1ZN,19PQRMM4466I9ZB,59724.54,2018-02-07,Plywood panels,true
32HPKDX0165L1ZV,36RJLHS6311E3ZX,446827.63,2018-02-09,Auto spare kits,true
29ZPTTJ0999K9ZS,27SZGGX2401A8ZI,18257.74,2018-02-11,Furniture sets,true
24VICEF2038B3Z7,33IWBSK7111Y2ZY,300187.46,2018-02-11,Packaged fittings,true
24NGPVO0298Q8ZW,24ZWGUV4202L4ZI,31120.54,2018-02-12,Unprocessed timber,true
24YEIBB0968Z9Z5,36RJLHS6311E3ZX,7649.59,2018-02-17,Aluminium sheets,false
24XBYDE7638K2ZV,36AENZS8446J8ZE,473897.11,2018-02-17,Assembled pump units,true
32PNXRQ3559J2ZD,06FUFTA8988N4Z8,252650.59,2018-02-22,Plywood panels,true
33ZCSCT4596B7ZU,32PAWKZ8902F4ZN,158152.16,2018-02-26,Furniture sets,false
36KLDTM9166Z2Z1,09VLGCS4753E9ZC,166981.84,2018-03-01,Bauxite,true
27ESEGE0624L2ZG,06KBZCR3504Y5ZI,81149.53,2018-03-01,Packaged fittings,true
19AWRZY6366B5ZV,06RYYLR5134X7ZQ,3456047.79,2018-03-02,Unprocessed timber,true
19NKRBC3455F4ZK,06MRNJF5697F1ZC,52288.22,2018-03-04,Aluminium sheets,true
33JRTGH8758T8ZZ,33QGVZB7086N8ZW,362111.36,2018-03-07,Packaged fittings,true
33IZUKK1955M4ZS,09CUBWZ8000R4ZC,78044.02,2018-03-08,Cotton yarn,true
07OYOWJ1126Q7Z6,36IRHSK8740M6Z7,227523.24,2018-03-12,Auto spare kits,true
27ESEGE0624L2ZG,06KBZCR3504Y5ZI,86377.83,2018-03-12,Assembled pump units,true
24CIITW7014B7Z5,27SJPYM0716W7Z2,33325.63,2018-03-13,Unprocessed timber,true
07XQTBE3305M2ZD,19DJNOU6514R7ZL,83151.33,2018-03-15,Unprocessed timber,true
32RJAQU3238E9ZL,32PAWKZ8902F4ZN,17865.22,2018-03-26,Assembled pump units,true
29INPAN4986B5Z7,24BRKBB3637U4ZA,18148.70,2018-03-29,Raw rubber sheets,true
29GHHZJ2849M7ZD,29ZJPOZ3040E8ZO,97881.02,2018-04-06,Furniture sets,true
36TAUVC0696P5Z4,27MXVER2592P6ZL,6399.57,2018-04-09,Moulded plastic parts,true
27WDXOE5948P9Z4,32ESLQR1412B2ZA,28351.04,2018-04-11,Bauxite,true
33ZCSCT4596B7ZU,33PFRJA9409E4ZA,223686.55,2018-04-11,Packaged fittings,true
24HRSCE4605D7ZL,36NRSZV1193C8ZL,45626.33,2018-04-21,Iron ore,false
06ABOZX1726F6Z2,24GBKGE9107F2ZI,13880.24,2018-04-21,Furniture sets,true
24NGPVO0298Q8ZW,24ZWGUV4202L4ZI,36872.15,2018-04-24,Crude polymer granules,true
07DVBPW1637L5Z1,19TFGHU7741B8ZG,82746.34,2018-04-24,Steel coils,true
32LIZUT6281Q1Z4,33NFBVN7203H3ZW,13634.39,2018-05-01,Furniture sets,true
29GHHZJ2849M7ZD,27SZGGX2401A8ZI,162394.48,2018-05-06,Packaged fittings,true
07EBFXY1723M5Z0,33QZMJW5964N9Z2,583368.76,2018-05-09,Assembled pump units,true
24XBYDE7638K2ZV,24UAROH8623F6ZK,396079.01,2018-05-09,Assembled pump units,true
36WACDX7121A6Z4,33ZAQAW3421M1ZC,31917.71,2018-05-10,Steel coils,true
24XBYDE7638K2ZV,24UAROH8623F6ZK,516475.99,2018-05-11,Assembled pump units,true
06MRNJF5697F1ZC,27WDPVD4784M1ZW,131986.52,2018-05-15,Garment lots,true
32IGVXD6382F8Z8,27MXVER2592P6ZL,260916.55,2018-05-18,Aluminium sheets,true
07DVBPW1637L5Z1,32XRNFR6605L7Z0,88215.51,2018-05-23,Cotton yarn,false
32XLLEH8058M1ZM,33DNNCJ1259C1ZN,277715.67,2018-05-28,Kitchenware cartons,true
32QHXUF3872N3Z5,33KTYIJ0653T9Z0,20531.15,2018-05-28,Packaged fittings,true
33WZKZU3297C2ZC,33IZUKK1955M4ZS,169946.61,2018-05-29,Iron ore,true
07DVBPW1637L5Z1,32XRNFR6605L7Z0,78919.94,2018-06-01,Moulded plastic parts,true
06AIDIZ6288E8ZO,29ZJPOZ3040E8ZO,502969.95,2018-06-01,Packaged fittings,true
27WDXOE5948P9Z4,36JYIWY1351I1ZC,22316.37,2018-06-08,Raw cotton bales,true
24TQQPT5227A6ZV,06KBZCR3504Y5ZI,7502.77,2018-06-09,Furniture sets,true
07EBFXY1723M5Z0,07HNDAC7174A3Z5,506824.75,2018-06-09,Furniture sets,true
09CUBWZ8000R4ZC,19TFGHU7741B8ZG,17771.68,2018-06-11,Garment lots,true
24VICEF2038B3Z7,09RRTEI5707U5ZD,286285.87,2018-06-13,Furniture sets,true
27WDXOE5948P9Z4,36JYIWY1351I1ZC,24332.21,2018-06-14,Crude polymer granules,true
06AIDIZ6288E8ZO,29ZJPOZ3040E8ZO,466208.68,2018-06-15,Garment lots,true
32LOOQU3817S5ZG,09OVCIZ9745U3Z5,80977.74,2018-06-16,Cotton yarn,true
09UUTWL2016D2ZY,27LKOEU9798X8ZH,634334.70,2018-06-18,Packaged fittings,true
32IGVXD6382F8Z8,27MXVER2592P6ZL,265546.29,2018-06-19,Cotton yarn,true
19FQBXB8738Z5ZJ,33KTYIJ0653T9Z0,37001.88,2018-06-26,Assembled pump units,true
19XOUDS2630L1ZS,07ONCLJ9092D5ZF,31401.37,2018-06-27,Garment lots,true
32SUTFF5881X6ZG,32NTXFC2871G3ZV,170330.24,2018-06-28,Raw cotton bales,true
24YUQIJ9120Y5ZE,33PRHFI9856H1ZZ,328672.12,2018-06-29,Plywood panels,true
27JIUZJ9936O3ZP,07HNDAC7174A3Z5,1025081.60,2018-06-30,Kitchenware cartons,true
33ZCSCT4596B7ZU,24IQLJZ5610I3Z5,217515.97,2018-07-01,Packaged fittings,true
29UQWZC4737L8Z4,19EMMMK2499I6ZU,221984.68,2018-07-01,Furniture sets,true
24KNZCL5285I7ZP,19KIBNO2339N5ZT,413941.41,2018-07-02,Crude polymer granules,false
32IGVXD6382F8Z8,27MXVER2592P6ZL,330308.72,2018-07-02,Plywood panels,true
07SLHCO4805K5ZG,32CRNFY6373O9Z8,33751.95,2018-07-04,Steel coils,true
33LKMIV9804Q1ZD,33DNNCJ1259C1ZN,229276.27,2018-07-04,Kitchenware cartons,false
32IGVXD6382F8Z8,27MXVER2592P6ZL,279593.49,2018-07-06,Rubber gaskets,true
06ELZUF6460J3Z8,19OBTEF3380C5ZG,129596.76,2018-07-07,Garment lots,true
24CIITW7014B7Z5,36TAUVC0696P5Z4,37488.55,2018-07-08,Crude polymer granules,true
24YUQIJ9120Y5ZE,33PRHFI9856H1ZZ,302322.50,2018-07-12,Plywood panels,true
32IGVXD6382F8Z8,27MXVER2592P6ZL,314193.75,2018-07-13,Plywood panels,true
24NYIFL2135V1ZB,09OVCIZ9745U3Z5,844915.62,2018-07-13,Furniture sets,true
24CIITW7014B7Z5,36TAUVC0696P5Z4,34988.50,2018-07-16,Crude polymer granules,false
06AIDIZ6288E8ZO,29ZJPOZ3040E8ZO,466106.94,2018-07-19,Assembled pump units,true
24YUQIJ9120Y5ZE,29UQWZC4737L8Z4,392887.81,2018-07-21,Steel coils,true
27WAGPM4551G4Z1,36LCZOR2260Q9ZU,99696.80,2018-07-23,Moulded plastic parts,true
19XOUDS2630L1ZS,07ONCLJ9092D5ZF,30838.64,2018-07-25,Auto spare kits,true
27NQPGL5129K6ZB,19VGYQZ2924B4Z2,821890.67,2018-07-27,Rubber gaskets,true
24XBYDE7638K2ZV,29EBUKX7702T9ZW,252285.15,2018-07-27,Auto spare kits,false
32LIZUT6281Q1Z4,24IQLJZ5610I3Z5,17179.93,2018-07-28,Packaged fittings,true
36RJJAV2183Y3Z6,27UDSBI9175I6ZW,111080.00,2018-07-29,Rubber gaskets,true
33LKMIV9804Q1ZD,27LKOEU9798X8ZH,130341.44,2018-07-29,Kitchenware cartons,false
32SUTFF5881X6ZG,07THVEP6061V2ZB,251865.98,2018-07-30,Unprocessed timber,true
24IKZPL6710A9ZR,36QQKJS9235Z3ZJ,130482.51,2018-07-30,Packaged fittings,true
29QTIKV4880E2ZN,24NYIFL2135V1ZB,18719.09,2018-08-02,Plywood panels,true
32RJAQU3238E9ZL,32PAWKZ8902F4ZN,18701.98,2018-08-03,Assembled pump units,true
33WQVSF7827J6Z4,36XUXAI4189N6ZK,447274.90,2018-08-04,Steel coils,true
32DILIY3610L2Z5,07NBJJK8234L9ZU,163236.93,2018-08-09,Auto spare kits,true
24YUQIJ9120Y5ZE,33PRHFI9856H1ZZ,317286.73,2018-08-10,Rubber gaskets,true
07OYOWJ1126Q7Z6,27YHULU2604V5Z7,247922.07,2018-08-14,Packaged fittings,true
06UHZTW1531F2ZV,09OVCIZ9745U3Z5,127150.67,2018-08-15,Aluminium sheets,true
27NQPGL5129K6ZB,36XUXAI4189N6ZK,985982.69,2018-08-15,Plywood panels,true
24YUQIJ9120Y5ZE,33IBSCQ6384C9Z5,437086.02,2018-08-16,Cotton yarn,true
07DXDAV0481F1ZD,19PQRMM4466I9ZB,98905.76,2018-08-17,Packaged fittings,true
27QNMRB6353F7ZR,33IBSCQ6384C9Z5,157483.99,2018-08-17,Auto spare kits,false
32AVFMU5995C1ZE,29UQWZC4737L8Z4,150185.04,2018-08-18,Plywood panels,true
24IKZPL6710A9ZR,36QQKJS9235Z3ZJ,108218.20,2018-08-18,Kitchenware cartons,false
33JRTGH8758T8ZZ,19POSWT5505H9ZO,202503.67,2018-08-18,Kitchenware cartons,true
24YUQIJ9120Y5ZE,33PRHFI9856H1ZZ,340920.41,2018-08-19,Plywood panels,true
32AVFMU5995C1ZE,33UAMQS0398Q9Z7,90424.74,2018-08-19,Aluminium sheets,true
24TQQPT5227A6ZV,29GFIQV7395E9Z3,7113.61,2018-08-20,Garment lots,true
32QHXUF3872N3Z5,32CRNFY6373O9Z8,19000.23,2018-08-20,Packaged fittings,true
33BUQZU9585F8ZR,06UMMBZ1398Q4Z5,34190.21,2018-08-21,Unprocessed timber,true
24YUQIJ9120Y5ZE,33PRHFI9856H1ZZ,339432.92,2018-08-31,Steel coils,true
27REVOI7954X3ZU,06XZQVR7999N1Z0,23560.47,2018-08-31,Packaged fittings,true
24YUQIJ9120Y5ZE,33PRHFI9856H1ZZ,349107.37,2018-09-03,Moulded plastic parts,true
09YARNK5803H8ZN,07XKNFN1297C8Z2,49005.62,2018-09-03,Kitchenware cartons,true
32AVFMU5995C1ZE,29UQWZC4737L8Z4,147284.19,2018-09-05,Plywood panels,true
32XECHK8217U2ZJ,06CWPIM4224B7ZS,1286025.09,2018-09-07,Unprocessed timber,true
33LKMIV9804Q1ZD,33DNNCJ1259C1ZN,243021.93,2018-09-08,Kitchenware cartons,true
24WJWAU2568M1ZM,33ZMJWL1830Y5ZG,49778.80,2018-09-11,Scrap and offcuts,true
27VTNXY1352J3ZF,32LOOQU3817S5ZG,885302.88,2018-09-14,Bauxite,true
32AVFMU5995C1ZE,29UQWZC4737L8Z4,119985.07,2018-09-16,Plywood panels,true
06QIUCX9513U3ZX,07NBJJK8234L9ZU,263868.60,2018-09-20,Furniture sets,true
33WZKZU3297C2ZC,06ELZUF6460J3Z8,166066.51,2018-09-21,Iron ore,true
36GAOEQ6815D2Z4,27UDSBI9175I6ZW,20272.82,2018-09-22,Rubber gaskets,true
32KVGFK9772N3ZY,32HPKDX0165L1ZV,619385.52,2018-09-22,Cotton yarn,true
19XQJBG0567H5Z5,19IEIDM7523V5ZS,190357.26,2018-09-24,Plywood panels,true
32HZYTI1836V3Z2,36QQKJS9235Z3ZJ,42262.31,2018-10-01,Moulded plastic parts,true
07FFINO8392J7ZL,27ESEGE0624L2ZG,115724.85,2018-10-02,Cotton yarn,true
36AHBUS7920R8ZA,06XZQVR7999N1Z0,160609.58,2018-10-02,Assembled pump units,true
32PWDDC1201L1ZC,29GOHXI9816W2ZK,9486.20,2018-10-04,Assembled pump units,true
32KVGFK9772N3ZY,32HPKDX0165L1ZV,596223.40,2018-10-07,Steel coils,true
19IHQUX1906V9ZS,33PFRJA9409E4ZA,31299.81,2018-10-07,Packaged fittings,true
32RJAQU3238E9ZL,29GOHXI9816W2ZK,17145.54,2018-10-07,Assembled pump units,true
29YYRST2855R5ZW,19POSWT5505H9ZO,51396.44,2018-10-08,Aluminium sheets,true
24EPTPO8329E3ZB,27ZCKTO5444T7ZH,43645.46,2018-10-10,Rubber gaskets,true
19JDNCF8116A7ZR,24MKFLB8170K4ZY,35158.77,2018-10-11,Iron ore,false
32KVGFK9772N3ZY,32HPKDX0165L1ZV,573883.02,2018-10-11,Cotton yarn,true
19IHQUX1906V9ZS,07XKNFN1297C8Z2,30728.37,2018-10-11,Auto spare kits,true
27REVOI7954X3ZU,06XZQVR7999N1Z0,23427.97,2018-10-12,Furniture sets,true
32PWDDC1201L1ZC,33TKHZT9032W7ZI,7871.92,2018-10-13,Garment lots,true
32AVFMU5995C1ZE,33UAMQS0398Q9Z7,79192.75,2018-10-14,Plywood panels,true
